period,limit,tp_natr_coef,sl_natr_coef,cumulative_threshold,change_threshold,tolerance,num_bin,price_index,strategy,profit,expired,# win,# lose
15m,500,1.0,1.0,0.1,0.005,2,40,low,poc,0.02564836003051106,0,1,0
15m,500,1.0,1.0,0.1,0.005,2,40,low,wa,-0.025648360030511054,0,0,1
15m,500,1.0,1.0,0.1,0.005,2,30,low,poc,0.025648360030511023,0,1,0
15m,500,1.0,1.0,0.1,0.005,2,30,low,wa,-0.025648360030511054,0,0,1
15m,500,1.0,0.5,0.1,0.005,2,40,low,poc,0.02564836003051106,0,1,0
15m,500,1.0,0.5,0.1,0.005,2,40,low,wa,-0.012824180015255609,0,0,1
15m,500,1.0,0.5,0.1,0.005,2,30,low,poc,0.025648360030511023,0,1,0
15m,500,1.0,0.5,0.1,0.005,2,30,low,wa,-0.012824180015255527,0,0,1
15m,500,1.0,0.25,0.1,0.005,2,40,low,poc,0.02564836003051106,0,1,0
15m,500,1.0,0.25,0.1,0.005,2,40,low,wa,-0.006412090007627724,0,0,1
15m,500,1.0,0.25,0.1,0.005,2,30,low,poc,0.025648360030511023,0,1,0
15m,500,1.0,0.25,0.1,0.005,2,30,low,wa,-0.0064120900076277635,0,0,1
15m,500,0.5,1.0,0.1,0.005,2,40,low,poc,0.01282418001525553,0,1,0
15m,500,0.5,1.0,0.1,0.005,2,40,low,wa,-0.025648360030511054,0,0,1
15m,500,0.5,1.0,0.1,0.005,2,30,low,poc,0.012824180015255511,0,1,0
15m,500,0.5,1.0,0.1,0.005,2,30,low,wa,-0.025648360030511054,0,0,1
15m,500,0.5,0.5,0.1,0.005,2,40,low,poc,0.01282418001525553,0,1,0
15m,500,0.5,0.5,0.1,0.005,2,40,low,wa,-0.012824180015255609,0,0,1
15m,500,0.5,0.5,0.1,0.005,2,30,low,poc,0.012824180015255511,0,1,0
15m,500,0.5,0.5,0.1,0.005,2,30,low,wa,-0.012824180015255527,0,0,1
15m,500,0.5,0.25,0.1,0.005,2,40,low,poc,0.01282418001525553,0,1,0
15m,500,0.5,0.25,0.1,0.005,2,40,low,wa,-0.006412090007627724,0,0,1
15m,500,0.5,0.25,0.1,0.005,2,30,low,poc,0.012824180015255511,0,1,0
15m,500,0.5,0.25,0.1,0.005,2,30,low,wa,-0.0064120900076277635,0,0,1
15m,500,2.0,1.0,0.1,0.01,2,40,low,poc,0.05129672006102212,0,1,0
15m,500,2.0,1.0,0.1,0.01,2,40,low,wa,-0.025648360030511054,0,0,1
15m,500,2.0,1.0,0.1,0.01,2,30,low,poc,0.0512967200610222,0,1,0
15m,500,2.0,1.0,0.1,0.01,2,30,low,wa,-0.025648360030511054,0,0,1
15m,500,2.0,0.5,0.1,0.01,2,40,low,poc,0.05129672006102212,0,1,0
15m,500,2.0,0.5,0.1,0.01,2,40,low,wa,-0.012824180015255609,0,0,1
15m,500,2.0,0.5,0.1,0.01,2,30,low,poc,0.0512967200610222,0,1,0
15m,500,2.0,0.5,0.1,0.01,2,30,low,wa,-0.012824180015255527,0,0,1
15m,500,2.0,0.25,0.1,0.01,2,40,low,poc,0.05129672006102212,0,1,0
15m,500,2.0,0.25,0.1,0.01,2,40,low,wa,-0.006412090007627724,0,0,1
15m,500,2.0,0.25,0.1,0.01,2,30,low,poc,0.0512967200610222,0,1,0
15m,500,2.0,0.25,0.1,0.01,2,30,low,wa,-0.0064120900076277635,0,0,1
15m,500,1.0,1.0,0.1,0.01,2,40,low,poc,0.02564836003051106,0,1,0
15m,500,1.0,1.0,0.1,0.01,2,40,low,wa,-0.025648360030511054,0,0,1
15m,500,1.0,1.0,0.1,0.01,2,30,low,poc,0.025648360030511023,0,1,0
15m,500,1.0,1.0,0.1,0.01,2,30,low,wa,-0.025648360030511054,0,0,1
15m,500,1.0,0.5,0.1,0.01,2,40,low,poc,0.02564836003051106,0,1,0
15m,500,1.0,0.5,0.1,0.01,2,40,low,wa,-0.012824180015255609,0,0,1
15m,500,1.0,0.5,0.1,0.01,2,30,low,poc,0.025648360030511023,0,1,0
15m,500,1.0,0.5,0.1,0.01,2,30,low,wa,-0.012824180015255527,0,0,1
15m,500,1.0,0.25,0.1,0.01,2,40,low,poc,0.02564836003051106,0,1,0
15m,500,1.0,0.25,0.1,0.01,2,40,low,wa,-0.006412090007627724,0,0,1
15m,500,1.0,0.25,0.1,0.01,2,30,low,poc,0.025648360030511023,0,1,0
15m,500,1.0,0.25,0.1,0.01,2,30,low,wa,-0.0064120900076277635,0,0,1
15m,500,0.5,1.0,0.1,0.01,2,40,low,poc,0.01282418001525553,0,1,0
15m,500,0.5,1.0,0.1,0.01,2,40,low,wa,-0.025648360030511054,0,0,1
15m,500,0.5,1.0,0.1,0.01,2,30,low,poc,0.012824180015255511,0,1,0
15m,500,0.5,1.0,0.1,0.01,2,30,low,wa,-0.025648360030511054,0,0,1
15m,500,0.5,0.5,0.1,0.01,2,40,low,poc,0.01282418001525553,0,1,0
15m,500,0.5,0.5,0.1,0.01,2,40,low,wa,-0.012824180015255609,0,0,1
15m,500,0.5,0.5,0.1,0.01,2,30,low,poc,0.012824180015255511,0,1,0
15m,500,0.5,0.5,0.1,0.01,2,30,low,wa,-0.012824180015255527,0,0,1
15m,500,0.5,0.25,0.1,0.01,2,40,low,poc,0.01282418001525553,0,1,0
15m,500,0.5,0.25,0.1,0.01,2,40,low,wa,-0.006412090007627724,0,0,1
15m,500,0.5,0.25,0.1,0.01,2,30,low,poc,0.012824180015255511,0,1,0
15m,500,0.5,0.25,0.1,0.01,2,30,low,wa,-0.0064120900076277635,0,0,1
15m,500,2.0,1.0,0.1,0.005,2,40,avgHL,poc,0.05129672006102208,0,1,0
15m,500,2.0,1.0,0.1,0.005,2,40,avgHL,wa,-0.025648360030511085,0,0,1
15m,500,2.0,1.0,0.1,0.005,2,30,avgHL,poc,0.05129672006102209,0,1,0
15m,500,2.0,1.0,0.1,0.005,2,30,avgHL,wa,-0.025648360030511127,0,0,1
15m,500,2.0,0.5,0.1,0.005,2,40,avgHL,poc,0.05129672006102208,0,1,0
15m,500,2.0,0.5,0.1,0.005,2,40,avgHL,wa,-0.012824180015255463,0,0,1
15m,500,2.0,0.5,0.1,0.005,2,30,avgHL,poc,0.05129672006102209,0,1,0
15m,500,2.0,0.5,0.1,0.005,2,30,avgHL,wa,-0.012824180015255563,0,0,1
15m,500,2.0,0.25,0.1,0.005,2,40,avgHL,poc,0.05129672006102208,0,1,0
15m,500,2.0,0.25,0.1,0.005,2,40,avgHL,wa,-0.006412090007627731,0,0,1
15m,500,2.0,0.25,0.1,0.005,2,30,avgHL,poc,0.05129672006102209,0,1,0
15m,500,2.0,0.25,0.1,0.005,2,30,avgHL,wa,-0.006412090007627782,0,0,1
15m,500,1.0,1.0,0.1,0.005,2,40,avgHL,poc,0.02564836003051112,0,1,0
15m,500,1.0,1.0,0.1,0.005,2,40,avgHL,wa,-0.025648360030511085,0,0,1
15m,500,1.0,1.0,0.1,0.005,2,30,avgHL,poc,0.025648360030511123,0,1,0
15m,500,1.0,1.0,0.1,0.005,2,30,avgHL,wa,-0.025648360030511127,0,0,1
15m,500,1.0,0.5,0.1,0.005,2,40,avgHL,poc,0.02564836003051112,0,1,0
15m,500,1.0,0.5,0.1,0.005,2,40,avgHL,wa,-0.012824180015255463,0,0,1
15m,500,1.0,0.5,0.1,0.005,2,30,avgHL,poc,0.025648360030511123,0,1,0
15m,500,1.0,0.5,0.1,0.005,2,30,avgHL,wa,-0.012824180015255563,0,0,1
15m,500,1.0,0.25,0.1,0.005,2,40,avgHL,poc,0.02564836003051112,0,1,0
15m,500,1.0,0.25,0.1,0.005,2,40,avgHL,wa,-0.006412090007627731,0,0,1
15m,500,1.0,0.25,0.1,0.005,2,30,avgHL,poc,0.025648360030511123,0,1,0
15m,500,1.0,0.25,0.1,0.005,2,30,avgHL,wa,-0.006412090007627782,0,0,1
15m,500,0.5,1.0,0.1,0.005,2,40,avgHL,poc,0.01282418001525556,0,1,0
15m,500,0.5,1.0,0.1,0.005,2,40,avgHL,wa,-0.025648360030511085,0,0,1
15m,500,0.5,1.0,0.1,0.005,2,30,avgHL,poc,0.012824180015255484,0,1,0
15m,500,0.5,1.0,0.1,0.005,2,30,avgHL,wa,-0.025648360030511127,0,0,1
15m,500,0.5,0.5,0.1,0.005,2,40,avgHL,poc,0.01282418001525556,0,1,0
15m,500,0.5,0.5,0.1,0.005,2,40,avgHL,wa,-0.012824180015255463,0,0,1
15m,500,0.5,0.5,0.1,0.005,2,30,avgHL,poc,0.012824180015255484,0,1,0
15m,500,0.5,0.5,0.1,0.005,2,30,avgHL,wa,-0.012824180015255563,0,0,1
15m,500,0.5,0.25,0.1,0.005,2,40,avgHL,poc,0.01282418001525556,0,1,0
15m,500,0.5,0.25,0.1,0.005,2,40,avgHL,wa,-0.006412090007627731,0,0,1
15m,500,0.5,0.25,0.1,0.005,2,30,avgHL,poc,0.012824180015255484,0,1,0
15m,500,0.5,0.25,0.1,0.005,2,30,avgHL,wa,-0.006412090007627782,0,0,1
15m,500,2.0,1.0,0.1,0.01,2,40,avgHL,poc,0.05129672006102208,0,1,0
15m,500,2.0,1.0,0.1,0.01,2,40,avgHL,wa,-0.025648360030511085,0,0,1
15m,500,2.0,1.0,0.1,0.01,2,30,avgHL,poc,0.05129672006102209,0,1,0
15m,500,2.0,1.0,0.1,0.01,2,30,avgHL,wa,-0.025648360030511127,0,0,1
15m,500,2.0,0.5,0.1,0.01,2,40,avgHL,poc,0.05129672006102208,0,1,0
15m,500,2.0,0.5,0.1,0.01,2,40,avgHL,wa,-0.012824180015255463,0,0,1
15m,500,2.0,0.5,0.1,0.01,2,30,avgHL,poc,0.05129672006102209,0,1,0
15m,500,2.0,0.5,0.1,0.01,2,30,avgHL,wa,-0.012824180015255563,0,0,1
15m,500,2.0,0.25,0.1,0.01,2,40,avgHL,poc,0.05129672006102208,0,1,0
15m,500,2.0,0.25,0.1,0.01,2,40,avgHL,wa,-0.006412090007627731,0,0,1
15m,500,2.0,0.25,0.1,0.01,2,30,avgHL,poc,0.05129672006102209,0,1,0
15m,500,2.0,0.25,0.1,0.01,2,30,avgHL,wa,-0.006412090007627782,0,0,1
15m,500,1.0,1.0,0.1,0.01,2,40,avgHL,poc,0.02564836003051112,0,1,0
15m,500,1.0,1.0,0.1,0.01,2,40,avgHL,wa,-0.025648360030511085,0,0,1
15m,500,1.0,1.0,0.1,0.01,2,30,avgHL,poc,0.025648360030511123,0,1,0
15m,500,1.0,1.0,0.1,0.01,2,30,avgHL,wa,-0.025648360030511127,0,0,1
15m,500,1.0,0.5,0.1,0.01,2,40,avgHL,poc,0.02564836003051112,0,1,0
15m,500,1.0,0.5,0.1,0.01,2,40,avgHL,wa,-0.012824180015255463,0,0,1
15m,500,1.0,0.5,0.1,0.01,2,30,avgHL,poc,0.025648360030511123,0,1,0
15m,500,1.0,0.5,0.1,0.01,2,30,avgHL,wa,-0.012824180015255563,0,0,1
15m,500,1.0,0.25,0.1,0.01,2,40,avgHL,poc,0.02564836003051112,0,1,0
15m,500,1.0,0.25,0.1,0.01,2,40,avgHL,wa,-0.006412090007627731,0,0,1
15m,500,1.0,0.25,0.1,0.01,2,30,avgHL,poc,0.025648360030511123,0,1,0
15m,500,1.0,0.25,0.1,0.01,2,30,avgHL,wa,-0.006412090007627782,0,0,1
15m,500,0.5,1.0,0.1,0.01,2,40,avgHL,poc,0.01282418001525556,0,1,0
15m,500,0.5,1.0,0.1,0.01,2,40,avgHL,wa,-0.025648360030511085,0,0,1
15m,500,0.5,1.0,0.1,0.01,2,30,avgHL,poc,0.012824180015255484,0,1,0
15m,500,0.5,1.0,0.1,0.01,2,30,avgHL,wa,-0.025648360030511127,0,0,1
15m,500,0.5,0.5,0.1,0.01,2,40,avgHL,poc,0.01282418001525556,0,1,0
15m,500,0.5,0.5,0.1,0.01,2,40,avgHL,wa,-0.012824180015255463,0,0,1
15m,500,0.5,0.5,0.1,0.01,2,30,avgHL,poc,0.012824180015255484,0,1,0
15m,500,0.5,0.5,0.1,0.01,2,30,avgHL,wa,-0.012824180015255563,0,0,1
15m,500,0.5,0.25,0.1,0.01,2,40,avgHL,poc,0.01282418001525556,0,1,0
15m,500,0.5,0.25,0.1,0.01,2,40,avgHL,wa,-0.006412090007627731,0,0,1
15m,500,0.5,0.25,0.1,0.01,2,30,avgHL,poc,0.012824180015255484,0,1,0
15m,500,0.5,0.25,0.1,0.01,2,30,avgHL,wa,-0.006412090007627782,0,0,1
5m,500,2.0,1.0,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.005,2,40,low,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.005,2,40,low,wa,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.005,2,30,low,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.005,2,30,low,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.005,2,40,low,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.005,2,40,low,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.005,2,30,low,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.005,2,30,low,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.005,2,40,low,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.005,2,40,low,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.005,2,30,low,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.005,2,30,low,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.005,2,40,low,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.005,2,40,low,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.005,2,30,low,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.005,2,30,low,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.005,2,40,low,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.005,2,40,low,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.005,2,30,low,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.005,2,30,low,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.005,2,40,low,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.005,2,40,low,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.005,2,30,low,poc,0.0,0,0,0
