period,limit,tp_natr_coef,sl_natr_coef,cumulative_threshold,change_threshold,tolerance,num_bin,price_index,strategy,profit,expired,# win,# lose
15m,500,1.0,1.0,0.1,0.005,2,30,low,poc,-0.015697990222705058,0,0,1
15m,500,1.0,1.0,0.1,0.005,2,30,low,wa,-0.015697990222705033,0,0,1
15m,500,1.0,0.5,0.1,0.005,2,40,low,poc,-0.007848995111352453,0,0,1
15m,500,1.0,0.5,0.1,0.005,2,40,low,wa,-0.00784899511135255,0,0,1
15m,500,1.0,0.5,0.1,0.005,2,30,low,poc,-0.007848995111352529,0,0,1
15m,500,1.0,0.5,0.1,0.005,2,30,low,wa,-0.007848995111352517,0,0,1
15m,500,1.0,0.25,0.1,0.005,2,40,low,poc,-0.003924497555676226,0,0,1
15m,500,1.0,0.25,0.1,0.005,2,40,low,wa,-0.003924497555676275,0,0,1
15m,500,1.0,0.25,0.1,0.005,2,30,low,poc,-0.003924497555676264,0,0,1
15m,500,1.0,0.25,0.1,0.005,2,30,low,wa,-0.003924497555676258,0,0,1
15m,500,0.5,1.0,0.1,0.005,2,40,low,poc,-0.015697990222705023,0,0,1
15m,500,0.5,1.0,0.1,0.005,2,40,low,wa,-0.015697990222704978,0,0,1
15m,500,0.5,1.0,0.1,0.005,2,30,low,poc,-0.015697990222705058,0,0,1
15m,500,0.5,1.0,0.1,0.005,2,30,low,wa,-0.015697990222705033,0,0,1
15m,500,0.5,0.5,0.1,0.005,2,40,low,poc,-0.007848995111352453,0,0,1
15m,500,0.5,0.5,0.1,0.005,2,40,low,wa,-0.00784899511135255,0,0,1
15m,500,0.5,0.5,0.1,0.005,2,30,low,poc,-0.007848995111352529,0,0,1
15m,500,0.5,0.5,0.1,0.005,2,30,low,wa,-0.007848995111352517,0,0,1
15m,500,0.5,0.25,0.1,0.005,2,40,low,poc,-0.003924497555676226,0,0,1
15m,500,0.5,0.25,0.1,0.005,2,40,low,wa,-0.003924497555676275,0,0,1
15m,500,0.5,0.25,0.1,0.005,2,30,low,poc,-0.003924497555676264,0,0,1
15m,500,0.5,0.25,0.1,0.005,2,30,low,wa,-0.003924497555676258,0,0,1
15m,500,2.0,1.0,0.1,0.01,2,40,low,poc,-0.01569799022270505,0,0,1
15m,500,2.0,1.0,0.1,0.01,2,40,low,wa,-0.01569799022270506,0,0,1
15m,500,2.0,1.0,0.1,0.01,2,30,low,poc,-0.015697990222705068,0,0,1
15m,500,2.0,1.0,0.1,0.01,2,30,low,wa,-0.015697990222705027,0,0,1
15m,500,2.0,0.5,0.1,0.01,2,40,low,poc,-0.007848995111352525,0,0,1
15m,500,2.0,0.5,0.1,0.01,2,40,low,wa,-0.00784899511135247,0,0,1
15m,500,2.0,0.5,0.1,0.01,2,30,low,poc,-0.007848995111352534,0,0,1
15m,500,2.0,0.5,0.1,0.01,2,30,low,wa,-0.007848995111352513,0,0,1
15m,500,2.0,0.25,0.1,0.01,2,40,low,poc,-0.003924497555676263,0,0,1
15m,500,2.0,0.25,0.1,0.01,2,40,low,wa,-0.003924497555676235,0,0,1
15m,500,2.0,0.25,0.1,0.01,2,30,low,poc,-0.003924497555676267,0,0,1
15m,500,2.0,0.25,0.1,0.01,2,30,low,wa,-0.003924497555676257,0,0,1
15m,500,1.0,1.0,0.1,0.01,2,40,low,poc,-0.01569799022270505,0,0,1
15m,500,1.0,1.0,0.1,0.01,2,40,low,wa,-0.01569799022270506,0,0,1
15m,500,1.0,1.0,0.1,0.01,2,30,low,poc,-0.015697990222705068,0,0,1
15m,500,1.0,1.0,0.1,0.01,2,30,low,wa,-0.015697990222705027,0,0,1
15m,500,1.0,0.5,0.1,0.01,2,40,low,poc,-0.007848995111352525,0,0,1
15m,500,1.0,0.5,0.1,0.01,2,40,low,wa,-0.00784899511135247,0,0,1
15m,500,1.0,0.5,0.1,0.01,2,30,low,poc,-0.007848995111352534,0,0,1
15m,500,1.0,0.5,0.1,0.01,2,30,low,wa,-0.007848995111352513,0,0,1
15m,500,1.0,0.25,0.1,0.01,2,40,low,poc,-0.003924497555676263,0,0,1
15m,500,1.0,0.25,0.1,0.01,2,40,low,wa,-0.003924497555676235,0,0,1
15m,500,1.0,0.25,0.1,0.01,2,30,low,poc,-0.003924497555676267,0,0,1
15m,500,1.0,0.25,0.1,0.01,2,30,low,wa,-0.003924497555676257,0,0,1
15m,500,0.5,1.0,0.1,0.01,2,40,low,poc,-0.01569799022270505,0,0,1
15m,500,0.5,1.0,0.1,0.01,2,40,low,wa,-0.01569799022270506,0,0,1
15m,500,0.5,1.0,0.1,0.01,2,30,low,poc,-0.015697990222705068,0,0,1
15m,500,0.5,1.0,0.1,0.01,2,30,low,wa,-0.015697990222705027,0,0,1
15m,500,0.5,0.5,0.1,0.01,2,40,low,poc,-0.007848995111352525,0,0,1
15m,500,0.5,0.5,0.1,0.01,2,40,low,wa,-0.00784899511135247,0,0,1
15m,500,0.5,0.5,0.1,0.01,2,30,low,poc,-0.007848995111352534,0,0,1
15m,500,0.5,0.5,0.1,0.01,2,30,low,wa,-0.007848995111352513,0,0,1
15m,500,0.5,0.25,0.1,0.01,2,40,low,poc,-0.003924497555676263,0,0,1
15m,500,0.5,0.25,0.1,0.01,2,40,low,wa,-0.003924497555676235,0,0,1
15m,500,0.5,0.25,0.1,0.01,2,30,low,poc,-0.003924497555676267,0,0,1
15m,500,0.5,0.25,0.1,0.01,2,30,low,wa,-0.003924497555676257,0,0,1
15m,500,2.0,1.0,0.1,0.005,2,40,avgHL,poc,-0.015697990222705002,0,0,1
15m,500,2.0,1.0,0.1,0.005,2,40,avgHL,wa,-0.01569799022270503,0,0,1
15m,500,2.0,1.0,0.1,0.005,2,30,avgHL,poc,-0.015697990222705,0,0,1
15m,500,2.0,1.0,0.1,0.005,2,30,avgHL,wa,-0.015697990222704992,0,0,1
15m,500,2.0,0.5,0.1,0.005,2,40,avgHL,poc,-0.007848995111352501,0,0,1
15m,500,2.0,0.5,0.1,0.005,2,40,avgHL,wa,-0.007848995111352454,0,0,1
15m,500,2.0,0.5,0.1,0.005,2,30,avgHL,poc,-0.007848995111352558,0,0,1
15m,500,2.0,0.5,0.1,0.005,2,30,avgHL,wa,-0.007848995111352496,0,0,1
15m,500,2.0,0.25,0.1,0.005,2,40,avgHL,poc,-0.00392449755567631,0,0,1
15m,500,2.0,0.25,0.1,0.005,2,40,avgHL,wa,-0.003924497555676227,0,0,1
15m,500,2.0,0.25,0.1,0.005,2,30,avgHL,poc,-0.003924497555676279,0,0,1
15m,500,2.0,0.25,0.1,0.005,2,30,avgHL,wa,-0.003924497555676248,0,0,1
15m,500,1.0,1.0,0.1,0.005,2,40,avgHL,poc,-0.015697990222705002,0,0,1
15m,500,1.0,1.0,0.1,0.005,2,40,avgHL,wa,-0.01569799022270503,0,0,1
15m,500,1.0,1.0,0.1,0.005,2,30,avgHL,poc,-0.015697990222705,0,0,1
15m,500,1.0,1.0,0.1,0.005,2,30,avgHL,wa,-0.015697990222704992,0,0,1
15m,500,1.0,0.5,0.1,0.005,2,40,avgHL,poc,-0.007848995111352501,0,0,1
15m,500,1.0,0.5,0.1,0.005,2,40,avgHL,wa,-0.007848995111352454,0,0,1
15m,500,1.0,0.5,0.1,0.005,2,30,avgHL,poc,-0.007848995111352558,0,0,1
15m,500,1.0,0.5,0.1,0.005,2,30,avgHL,wa,-0.007848995111352496,0,0,1
15m,500,1.0,0.25,0.1,0.005,2,40,avgHL,poc,-0.00392449755567631,0,0,1
15m,500,1.0,0.25,0.1,0.005,2,40,avgHL,wa,-0.003924497555676227,0,0,1
15m,500,1.0,0.25,0.1,0.005,2,30,avgHL,poc,-0.003924497555676279,0,0,1
15m,500,1.0,0.25,0.1,0.005,2,30,avgHL,wa,-0.003924497555676248,0,0,1
15m,500,0.5,1.0,0.1,0.005,2,40,avgHL,poc,-0.015697990222705002,0,0,1
15m,500,0.5,1.0,0.1,0.005,2,40,avgHL,wa,-0.01569799022270503,0,0,1
15m,500,0.5,1.0,0.1,0.005,2,30,avgHL,poc,-0.015697990222705,0,0,1
15m,500,0.5,1.0,0.1,0.005,2,30,avgHL,wa,-0.015697990222704992,0,0,1
15m,500,0.5,0.5,0.1,0.005,2,40,avgHL,poc,-0.007848995111352501,0,0,1
15m,500,0.5,0.5,0.1,0.005,2,40,avgHL,wa,-0.007848995111352454,0,0,1
15m,500,0.5,0.5,0.1,0.005,2,30,avgHL,poc,-0.007848995111352558,0,0,1
15m,500,0.5,0.5,0.1,0.005,2,30,avgHL,wa,-0.007848995111352496,0,0,1
15m,500,0.5,0.25,0.1,0.005,2,40,avgHL,poc,-0.00392449755567631,0,0,1
15m,500,0.5,0.25,0.1,0.005,2,40,avgHL,wa,-0.003924497555676227,0,0,1
15m,500,0.5,0.25,0.1,0.005,2,30,avgHL,poc,-0.003924497555676279,0,0,1
15m,500,0.5,0.25,0.1,0.005,2,30,avgHL,wa,-0.003924497555676248,0,0,1
15m,500,2.0,1.0,0.1,0.01,2,40,avgHL,poc,-0.01569799022270498,0,0,1
15m,500,2.0,1.0,0.1,0.01,2,40,avgHL,wa,-0.015697990222705044,0,0,1
15m,500,2.0,1.0,0.1,0.01,2,30,avgHL,poc,-0.015697990222705002,0,0,1
15m,500,2.0,1.0,0.1,0.01,2,30,avgHL,wa,-0.015697990222704985,0,0,1
15m,500,2.0,0.5,0.1,0.01,2,40,avgHL,poc,-0.00784899511135249,0,0,1
15m,500,2.0,0.5,0.1,0.01,2,40,avgHL,wa,-0.007848995111352463,0,0,1
15m,500,2.0,0.5,0.1,0.01,2,30,avgHL,poc,-0.007848995111352501,0,0,1
15m,500,2.0,0.5,0.1,0.01,2,30,avgHL,wa,-0.007848995111352553,0,0,1
15m,500,2.0,0.25,0.1,0.01,2,40,avgHL,poc,-0.003924497555676245,0,0,1
15m,500,2.0,0.25,0.1,0.01,2,40,avgHL,wa,-0.0039244975556762315,0,0,1
15m,500,2.0,0.25,0.1,0.01,2,30,avgHL,poc,-0.0039244975556762506,0,0,1
15m,500,2.0,0.25,0.1,0.01,2,30,avgHL,wa,-0.003924497555676277,0,0,1
15m,500,1.0,1.0,0.1,0.01,2,40,avgHL,poc,-0.01569799022270498,0,0,1
15m,500,1.0,1.0,0.1,0.01,2,40,avgHL,wa,-0.015697990222705044,0,0,1
15m,500,1.0,1.0,0.1,0.01,2,30,avgHL,poc,-0.015697990222705002,0,0,1
15m,500,1.0,1.0,0.1,0.01,2,30,avgHL,wa,-0.015697990222704985,0,0,1
15m,500,1.0,0.5,0.1,0.01,2,40,avgHL,poc,-0.00784899511135249,0,0,1
15m,500,1.0,0.5,0.1,0.01,2,40,avgHL,wa,-0.007848995111352463,0,0,1
15m,500,1.0,0.5,0.1,0.01,2,30,avgHL,poc,-0.007848995111352501,0,0,1
15m,500,1.0,0.5,0.1,0.01,2,30,avgHL,wa,-0.007848995111352553,0,0,1
15m,500,1.0,0.25,0.1,0.01,2,40,avgHL,poc,-0.003924497555676245,0,0,1
15m,500,1.0,0.25,0.1,0.01,2,40,avgHL,wa,-0.0039244975556762315,0,0,1
15m,500,1.0,0.25,0.1,0.01,2,30,avgHL,poc,-0.0039244975556762506,0,0,1
15m,500,1.0,0.25,0.1,0.01,2,30,avgHL,wa,-0.003924497555676277,0,0,1
15m,500,0.5,1.0,0.1,0.01,2,40,avgHL,poc,-0.01569799022270498,0,0,1
15m,500,0.5,1.0,0.1,0.01,2,40,avgHL,wa,-0.015697990222705044,0,0,1
15m,500,0.5,1.0,0.1,0.01,2,30,avgHL,poc,-0.015697990222705002,0,0,1
15m,500,0.5,1.0,0.1,0.01,2,30,avgHL,wa,-0.015697990222704985,0,0,1
15m,500,0.5,0.5,0.1,0.01,2,40,avgHL,poc,-0.00784899511135249,0,0,1
15m,500,0.5,0.5,0.1,0.01,2,40,avgHL,wa,-0.007848995111352463,0,0,1
15m,500,0.5,0.5,0.1,0.01,2,30,avgHL,poc,-0.007848995111352501,0,0,1
15m,500,0.5,0.5,0.1,0.01,2,30,avgHL,wa,-0.007848995111352553,0,0,1
15m,500,0.5,0.25,0.1,0.01,2,40,avgHL,poc,-0.003924497555676245,0,0,1
15m,500,0.5,0.25,0.1,0.01,2,40,avgHL,wa,-0.0039244975556762315,0,0,1
15m,500,0.5,0.25,0.1,0.01,2,30,avgHL,poc,-0.0039244975556762506,0,0,1
15m,500,0.5,0.25,0.1,0.01,2,30,avgHL,wa,-0.003924497555676277,0,0,1
5m,500,2.0,1.0,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.005,2,40,high,poc,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.005,2,40,high,wa,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.005,2,30,high,poc,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.005,2,30,high,wa,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,2.0,0.5,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,2.0,0.25,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,1.0,1.0,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,1.0,0.5,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,1.0,0.25,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,0.5,1.0,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,0.5,0.5,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,40,high,poc,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,40,high,wa,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,30,high,poc,0.0,0,0,0
5m,500,0.5,0.25,0.1,0.01,2,30,high,wa,0.0,0,0,0
5m,500,2.0,1.0,0.1,0.005,2,40,low,poc,-0.0197564927955153,0,0,1
5m,500,2.0,1.0,0.1,0.005,2,40,low,wa,-0.01975649279551529,0,0,1
5m,500,2.0,1.0,0.1,0.005,2,30,low,poc,-0.019756492795515244,0,0,1
5m,500,2.0,1.0,0.1,0.005,2,30,low,wa,-0.019756492795515328,0,0,1
5m,500,2.0,0.5,0.1,0.005,2,40,low,poc,-0.009878246397757593,0,0,1
5m,500,2.0,0.5,0.1,0.005,2,40,low,wa,-0.009878246397757586,0,0,1
5m,500,2.0,0.5,0.1,0.005,2,30,low,poc,-0.009878246397757622,0,0,1
5m,500,2.0,0.5,0.1,0.005,2,30,low,wa,-0.009878246397757546,0,0,1
5m,500,2.0,0.25,0.1,0.005,2,40,low,poc,-0.004939123198878739,0,0,1
5m,500,2.0,0.25,0.1,0.005,2,40,low,wa,-0.004939123198878733,0,0,1
5m,500,2.0,0.25,0.1,0.005,2,30,low,poc,-0.004939123198878754,0,0,1
5m,500,2.0,0.25,0.1,0.005,2,30,low,wa,-0.004939123198878773,0,0,1
5m,500,1.0,1.0,0.1,0.005,2,40,low,poc,0.019756492795515185,0,1,0
5m,500,1.0,1.0,0.1,0.005,2,40,low,wa,-0.01975649279551529,0,0,1
5m,500,1.0,1.0,0.1,0.005,2,30,low,poc,0.01975649279551513,0,1,0
5m,500,1.0,1.0,0.1,0.005,2,30,low,wa,-0.019756492795515328,0,0,1
5m,500,1.0,0.5,0.1,0.005,2,40,low,poc,-0.009878246397757593,0,0,1
5m,500,1.0,0.5,0.1,0.005,2,40,low,wa,-0.009878246397757586,0,0,1
