period,limit,tp_natr_coef,sl_natr_coef,cumulative_threshold,change_threshold,tolerance,num_bin,price_index,strategy,profit,expired,# win,# lose,amount_trades,performance
5m,500,2.0,1.0,0.1,0.005,3,40,low,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,1.0,0.1,0.005,4,40,high,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,0.25,0.1,0.005,6,40,low,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,0.5,0.1,0.005,3,40,high,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,0.25,0.1,0.005,5,40,low,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,1.0,0.1,0.005,5,40,low,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,0.25,0.1,0.005,6,40,high,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,0.5,0.1,0.005,4,40,low,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,1.0,0.1,0.005,4,40,low,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,0.25,0.1,0.005,4,40,high,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,0.5,0.1,0.005,6,40,low,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,0.5,0.1,0.005,4,40,high,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,1.0,0.1,0.005,6,40,low,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,0.25,0.1,0.005,4,40,low,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,1.0,0.1,0.005,6,40,high,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
5m,500,2.0,1.0,0.1,0.005,3,40,high,wa,0.0334349430450825,0,1,0,1,1.6676827637841583
15m,500,2.0,1.0,0.1,0.01,3,40,low,poc,0.0312547508584311,0,1,0,1,1.6458808419176443
15m,500,0.5,1.0,0.1,0.005,3,40,low,poc,-0.0028463774507935,0,2,1,3,1.6382028921587315
5m,500,1.0,0.25,0.1,0.005,6,30,low,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.25,0.1,0.005,6,30,high,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.5,0.1,0.005,6,30,high,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.25,0.1,0.005,5,30,high,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.5,0.1,0.005,3,30,low,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,1.0,0.1,0.005,5,30,low,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.5,0.1,0.005,4,30,low,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.25,0.1,0.005,4,30,high,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.25,0.1,0.005,3,30,low,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,1.0,0.1,0.005,6,30,high,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.5,0.1,0.005,5,30,high,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.5,0.1,0.005,4,30,high,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.25,0.1,0.005,4,30,low,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.25,0.1,0.005,5,30,low,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,1.0,0.1,0.005,5,30,high,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.25,0.1,0.005,3,30,high,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,1.0,0.1,0.005,3,30,high,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.5,0.1,0.005,3,30,high,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,1.0,0.1,0.005,6,30,low,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,1.0,0.1,0.005,4,30,high,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,1.0,0.1,0.005,3,30,low,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.5,0.1,0.005,5,30,low,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.5,0.1,0.005,6,30,low,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,1.0,0.1,0.005,4,30,low,wa,0.0167174715225414,0,1,0,1,1.5005080485587472
5m,500,1.0,0.25,0.1,0.005,3,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.25,0.1,0.005,5,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.25,0.1,0.005,4,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.01,5,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.005,3,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.01,4,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.25,0.1,0.005,5,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.01,4,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.005,6,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.25,0.1,0.005,6,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.005,6,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.005,3,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.01,3,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.005,4,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.005,5,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.005,4,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.01,5,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.005,5,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.005,4,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.005,5,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.01,6,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.01,5,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.01,3,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.005,6,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.25,0.1,0.005,4,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.25,0.1,0.005,3,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.25,0.1,0.005,6,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.01,6,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.01,4,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.005,3,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.005,3,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.01,6,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.01,6,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.01,4,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.005,6,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.005,5,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,0.5,0.1,0.005,4,40,low,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.01,5,40,high,wa,0.0167174715225413,0,1,0,1,1.5005080485587463
5m,500,1.0,1.0,0.1,0.01,4,30,low,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.005,6,40,high,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.005,6,40,high,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.01,6,30,high,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.25,0.1,0.005,6,40,low,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.01,4,30,low,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.005,5,40,low,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.01,4,30,high,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.005,6,40,low,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.01,3,30,high,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.01,5,30,low,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.25,0.1,0.005,3,40,low,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.01,6,30,high,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.005,4,40,low,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.01,4,30,high,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.25,0.1,0.005,6,40,high,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.01,6,30,low,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.25,0.1,0.005,5,40,high,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.01,5,30,low,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.25,0.1,0.005,4,40,low,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.01,3,30,high,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.005,5,40,high,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.01,6,30,low,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.005,5,40,high,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.005,5,40,low,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.005,3,40,low,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.005,3,40,low,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.01,5,30,high,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.25,0.1,0.005,4,40,high,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.005,6,40,low,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.005,3,40,high,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.25,0.1,0.005,3,40,high,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.01,5,30,high,wa,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.005,4,40,high,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.005,4,40,low,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.5,0.1,0.005,3,40,high,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,1.0,0.1,0.005,4,40,high,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
5m,500,1.0,0.25,0.1,0.005,5,40,low,poc,0.0167174715225412,0,1,0,1,1.5005080485587454
15m,500,1.0,1.0,0.1,0.01,3,40,low,poc,0.0156273754292154,0,1,0,1,1.4896070876254872
5m,500,0.5,1.0,0.1,0.005,3,40,high,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.25,0.1,0.005,4,40,high,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.005,5,40,high,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.01,4,30,high,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.005,6,40,low,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.01,4,30,high,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.005,6,40,low,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.005,5,40,high,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.01,5,30,low,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.01,5,30,low,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.005,6,40,high,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.005,6,40,high,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.25,0.1,0.005,4,40,low,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.005,5,40,low,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.25,0.1,0.005,6,40,high,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.25,0.1,0.005,5,40,high,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.01,6,30,high,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.25,0.1,0.005,5,40,low,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.005,4,40,low,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.005,4,40,high,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.01,5,30,high,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.005,3,40,low,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.005,4,40,high,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.01,5,30,high,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.005,3,40,high,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.01,4,30,low,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.01,6,30,low,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.005,3,40,low,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.01,3,30,high,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.25,0.1,0.005,3,40,high,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.25,0.1,0.005,6,40,low,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.01,3,30,high,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.5,0.1,0.01,4,30,low,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.01,6,30,high,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.01,6,30,low,wa,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.005,4,40,low,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.25,0.1,0.005,3,40,low,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,1.0,0.1,0.005,5,40,low,poc,0.0083587357612707,0,1,0,1,1.4169206909460403
5m,500,0.5,0.25,0.1,0.005,5,40,high,wa,0.0083587357612706,0,1,0,1,1.4169206909460392
5m,500,0.5,0.5,0.1,0.005,3,40,high,wa,0.0083587357612706,0,1,0,1,1.4169206909460392
5m,500,0.5,0.5,0.1,0.005,6,40,low,wa,0.0083587357612706,0,1,0,1,1.4169206909460392
5m,500,0.5,0.5,0.1,0.005,6,30,low,wa,0.0083587357612706,0,1,0,1,1.4169206909460392
5m,500,0.5,0.25,0.1,0.005,6,40,low,wa,0.0083587357612706,0,1,0,1,1.4169206909460392
5m,500,0.5,0.25,0.1,0.005,6,30,low,wa,0.0083587357612706,0,1,0,1,1.4169206909460392
