period,limit,tp_natr_coef,sl_natr_coef,cumulative_threshold,change_threshold,tolerance,num_bin,price_index,strategy,profit,expired,# win,# lose,amount_trades,performance
15m,500,1.0,0.5,0.1,0.005,3,30,low,wa,0.0332691160509217,2,2,0,4,1.999357827175884
15m,500,1.0,0.25,0.1,0.005,3,40,low,wa,0.0332691160509217,2,2,0,4,1.999357827175884
15m,500,1.0,0.25,0.1,0.005,3,30,low,wa,0.0332691160509217,2,2,0,4,1.999357827175884
15m,500,1.0,0.5,0.1,0.005,4,30,low,poc,0.0493076811932468,1,2,0,3,1.993076811932468
15m,500,1.0,1.0,0.1,0.005,4,30,low,poc,0.0493076811932468,1,2,0,3,1.993076811932468
15m,500,1.0,0.25,0.1,0.005,4,30,low,poc,0.0493076811932468,1,2,0,3,1.993076811932468
15m,500,1.0,1.0,0.1,0.005,4,40,low,poc,0.0493076811932468,1,2,0,3,1.993076811932468
15m,500,1.0,0.25,0.1,0.005,3,40,low,poc,0.057268563051347,0,3,1,4,1.9893522971801367
15m,500,0.5,1.0,0.1,0.01,4,40,low,poc,0.0312064697556159,1,3,0,4,1.9787313642228257
15m,500,0.5,1.0,0.1,0.01,4,30,low,poc,0.0312064697556158,1,3,0,4,1.9787313642228248
15m,500,1.0,0.25,0.1,0.005,6,40,high,wa,0.0308354838141327,3,2,1,6,1.975021504807993
15m,500,1.0,0.25,0.1,0.005,6,30,high,wa,0.0308354838141326,3,2,1,6,1.9750215048079929
15m,500,1.0,0.25,0.1,0.005,2,30,high,poc,0.0444587228051034,1,2,0,3,1.944587228051034
15m,500,1.0,0.5,0.1,0.005,2,40,high,poc,0.0444587228051034,1,2,0,3,1.944587228051034
15m,500,1.0,1.0,0.1,0.005,2,30,high,poc,0.0444587228051034,1,2,0,3,1.944587228051034
15m,500,1.0,1.0,0.1,0.005,2,40,high,poc,0.0444587228051034,1,2,0,3,1.944587228051034
15m,500,1.0,0.25,0.1,0.005,2,40,high,poc,0.0444587228051034,1,2,0,3,1.944587228051034
15m,500,1.0,0.5,0.1,0.005,2,30,high,poc,0.0444587228051034,1,2,0,3,1.944587228051034
15m,500,1.0,0.5,0.1,0.005,6,30,high,wa,0.0275673024871388,3,2,1,6,1.9423396915380544
15m,500,1.0,0.5,0.1,0.005,6,40,high,wa,0.0275673024871388,3,2,1,6,1.9423396915380544
15m,500,0.5,0.25,0.1,0.005,6,30,low,wa,0.0181038661540937,2,3,1,6,1.931038661540937
15m,500,0.5,0.25,0.1,0.005,6,40,low,wa,0.0181038661540937,2,3,1,6,1.931038661540937
15m,500,2.0,1.0,0.1,0.005,3,30,high,poc,0.0593452017577947,1,2,2,5,1.92678535091128
15m,500,2.0,1.0,0.1,0.005,3,40,high,poc,0.0593452017577946,1,2,2,5,1.9267853509112796
15m,500,1.0,0.5,0.1,0.005,3,40,low,poc,0.0505201468039089,0,3,1,4,1.921868134705756
15m,500,0.5,1.0,0.1,0.01,3,30,low,poc,0.0227285806767006,2,2,0,4,1.8939524734336728
15m,500,1.0,1.0,0.1,0.005,6,40,high,wa,0.0210309398331515,3,2,1,6,1.8769760649981813
15m,500,1.0,1.0,0.1,0.005,6,30,high,wa,0.0210309398331515,3,2,1,6,1.8769760649981813
15m,500,0.5,0.5,0.1,0.01,3,30,low,wa,0.0205481918555044,2,2,0,4,1.8721485852217103
15m,500,0.5,0.25,0.1,0.01,3,30,low,wa,0.0205481918555044,2,2,0,4,1.8721485852217103
15m,500,0.5,1.0,0.1,0.01,3,40,low,wa,0.0205481918555044,2,2,0,4,1.8721485852217103
15m,500,0.5,1.0,0.1,0.01,3,30,low,wa,0.0205481918555044,2,2,0,4,1.8721485852217103
15m,500,0.5,0.5,0.1,0.01,3,40,low,wa,0.0205481918555044,2,2,0,4,1.8721485852217103
15m,500,2.0,1.0,0.1,0.005,6,30,high,poc,0.0471473065689321,1,2,3,6,1.871473065689321
15m,500,1.0,1.0,0.1,0.01,5,30,low,poc,0.0355155961032141,1,2,0,3,1.8551559610321409
15m,500,1.0,1.0,0.1,0.01,5,40,low,poc,0.0355155961032141,1,2,0,3,1.8551559610321409
15m,500,1.0,0.25,0.1,0.01,6,40,low,wa,0.0354688259306654,1,2,0,3,1.854688259306654
15m,500,1.0,0.5,0.1,0.01,6,40,low,wa,0.0354688259306654,1,2,0,3,1.854688259306654
15m,500,1.0,1.0,0.1,0.01,6,40,low,wa,0.0354688259306654,1,2,0,3,1.854688259306654
15m,500,1.0,0.25,0.1,0.01,6,30,low,wa,0.0354688259306653,1,2,0,3,1.854688259306653
15m,500,1.0,0.5,0.1,0.01,6,30,low,wa,0.0354688259306653,1,2,0,3,1.854688259306653
15m,500,1.0,1.0,0.1,0.01,6,30,low,wa,0.0354688259306653,1,2,0,3,1.854688259306653
15m,500,2.0,1.0,0.1,0.005,6,30,low,poc,0.0454356075390191,1,2,3,6,1.854356075390191
15m,500,0.5,0.5,0.1,0.01,6,30,high,poc,0.0259214188636916,1,3,1,5,1.8425475219702492
15m,500,0.5,0.25,0.1,0.005,3,40,low,wa,0.0166345580254611,2,2,0,4,1.8330122469212775
15m,500,0.5,1.0,0.1,0.005,3,40,low,wa,0.0166345580254611,2,2,0,4,1.8330122469212775
15m,500,0.5,0.5,0.1,0.005,3,40,low,wa,0.0166345580254611,2,2,0,4,1.8330122469212775
15m,500,0.5,1.0,0.1,0.005,3,30,low,wa,0.016634558025461,2,2,0,4,1.8330122469212768
15m,500,0.5,0.25,0.1,0.005,3,30,low,wa,0.016634558025461,2,2,0,4,1.8330122469212768
15m,500,0.5,0.5,0.1,0.005,3,30,low,wa,0.016634558025461,2,2,0,4,1.8330122469212768
15m,500,0.5,1.0,0.1,0.01,6,40,low,poc,0.0330592988393036,0,3,0,3,1.830592988393036
15m,500,0.5,1.0,0.1,0.01,6,30,low,poc,0.0330592988393034,0,3,0,3,1.8305929883930336
15m,500,0.5,0.25,0.1,0.005,6,40,high,poc,0.0215913706232143,1,3,2,6,1.815913706232143
15m,500,2.0,0.5,0.1,0.005,6,40,low,wa,0.0315095747772216,2,2,2,6,1.815095747772216
15m,500,2.0,0.5,0.1,0.005,6,30,low,wa,0.0315095747772216,2,2,2,6,1.815095747772216
15m,500,0.5,0.25,0.1,0.005,6,30,high,wa,0.0137836512435697,3,2,1,6,1.804503179102364
15m,500,0.5,0.25,0.1,0.005,6,40,high,wa,0.0137836512435696,3,2,1,6,1.804503179102363
15m,500,1.0,1.0,0.1,0.01,4,30,high,poc,0.0463071589043585,0,2,0,2,1.7964049223769183
15m,500,1.0,1.0,0.1,0.01,3,30,high,poc,0.0463071589043585,0,2,0,2,1.7964049223769183
15m,500,1.0,0.25,0.1,0.01,3,40,high,poc,0.0463071589043583,0,2,0,2,1.7964049223769163
15m,500,1.0,1.0,0.1,0.01,4,40,high,poc,0.0463071589043583,0,2,0,2,1.7964049223769163
15m,500,1.0,0.25,0.1,0.01,4,40,high,poc,0.0463071589043583,0,2,0,2,1.7964049223769163
15m,500,1.0,1.0,0.1,0.01,3,40,high,poc,0.0463071589043583,0,2,0,2,1.7964049223769163
15m,500,1.0,0.5,0.1,0.01,3,40,high,poc,0.0463071589043583,0,2,0,2,1.7964049223769163
15m,500,1.0,0.5,0.1,0.01,4,40,high,poc,0.0463071589043583,0,2,0,2,1.7964049223769163
15m,500,1.0,1.0,0.1,0.005,3,30,low,poc,0.0370233143090329,0,3,1,4,1.7868998097569957
15m,500,1.0,1.0,0.1,0.005,3,40,low,poc,0.0370233143090327,0,3,1,4,1.7868998097569937
15m,500,0.5,0.5,0.1,0.005,6,30,low,poc,0.0173554072630002,1,3,2,6,1.773554072630002
15m,500,0.5,0.5,0.1,0.005,6,40,low,poc,0.017355407263,1,3,2,6,1.77355407263
15m,500,0.5,0.5,0.1,0.005,6,40,high,wa,0.0105154699165758,3,2,1,6,1.7718213658324244
15m,500,0.5,0.5,0.1,0.005,6,30,high,wa,0.0105154699165758,3,2,1,6,1.7718213658324244
15m,500,0.5,1.0,0.1,0.01,6,40,high,poc,0.0187835388880798,1,3,1,5,1.7711687222141317
15m,500,0.5,1.0,0.1,0.01,6,30,high,poc,0.0187835388880797,1,3,1,5,1.7711687222141304
15m,500,2.0,1.0,0.1,0.01,2,30,low,poc,0.0594988493991307,0,1,0,1,1.7616551606579738
15m,500,2.0,1.0,0.1,0.01,2,30,high,poc,0.0594988493991307,0,1,0,1,1.7616551606579738
15m,500,2.0,0.25,0.1,0.01,2,30,high,poc,0.0594988493991307,0,1,0,1,1.7616551606579738
15m,500,2.0,0.5,0.1,0.01,2,30,low,poc,0.0594988493991307,0,1,0,1,1.7616551606579738
15m,500,2.0,0.5,0.1,0.01,2,30,high,poc,0.0594988493991307,0,1,0,1,1.7616551606579738
15m,500,2.0,0.25,0.1,0.01,2,30,low,poc,0.0594988493991307,0,1,0,1,1.7616551606579738
15m,500,2.0,0.25,0.1,0.005,2,30,low,poc,0.0594988493991306,0,1,0,1,1.761655160657973
15m,500,2.0,1.0,0.1,0.005,2,30,low,poc,0.0594988493991306,0,1,0,1,1.761655160657973
15m,500,2.0,0.5,0.1,0.005,2,30,low,poc,0.0594988493991306,0,1,0,1,1.761655160657973
15m,500,2.0,1.0,0.1,0.01,2,40,high,poc,0.0594988493991305,0,1,0,1,1.7616551606579716
15m,500,2.0,1.0,0.1,0.01,2,40,low,poc,0.0594988493991305,0,1,0,1,1.7616551606579716
15m,500,2.0,1.0,0.1,0.005,2,40,low,poc,0.0594988493991305,0,1,0,1,1.7616551606579716
15m,500,2.0,0.25,0.1,0.01,2,40,high,poc,0.0594988493991305,0,1,0,1,1.7616551606579716
15m,500,2.0,0.25,0.1,0.01,2,40,low,poc,0.0594988493991305,0,1,0,1,1.7616551606579716
15m,500,2.0,0.5,0.1,0.01,2,40,low,poc,0.0594988493991305,0,1,0,1,1.7616551606579716
15m,500,2.0,0.25,0.1,0.005,2,40,low,poc,0.0594988493991305,0,1,0,1,1.7616551606579716
15m,500,2.0,0.5,0.1,0.01,2,40,high,poc,0.0594988493991305,0,1,0,1,1.7616551606579716
15m,500,2.0,0.5,0.1,0.005,2,40,low,poc,0.0594988493991305,0,1,0,1,1.7616551606579716
15m,500,1.0,0.25,0.1,0.005,6,30,low,poc,0.0352811163366477,1,2,3,6,1.7528111633664771
15m,500,1.0,0.25,0.1,0.005,6,40,low,poc,0.0352811163366475,1,2,3,6,1.752811163366475
15m,500,0.5,1.0,0.1,0.005,4,30,low,poc,0.0246538405966235,1,2,0,3,1.746538405966235
15m,500,0.5,1.0,0.1,0.005,4,40,low,poc,0.0246538405966234,1,2,0,3,1.746538405966234
15m,500,1.0,0.25,0.1,0.01,4,40,low,poc,0.0412182168139438,1,2,1,4,1.7455155014727717
15m,500,1.0,0.25,0.1,0.01,4,30,low,poc,0.0412182168139438,1,2,1,4,1.7455155014727717
15m,500,2.0,0.25,0.1,0.01,3,30,low,poc,0.0578184019693419,2,1,1,4,1.7448506863600857
15m,500,0.5,1.0,0.1,0.01,4,40,low,wa,0.0073546490527691,3,1,0,4,1.7402131571943578
15m,500,0.5,0.5,0.1,0.01,4,40,low,wa,0.0073546490527691,3,1,0,4,1.7402131571943578
15m,500,0.5,1.0,0.1,0.01,4,30,low,wa,0.0073546490527691,3,1,0,4,1.7402131571943578
15m,500,0.5,0.5,0.1,0.01,4,30,low,wa,0.0073546490527691,3,1,0,4,1.7402131571943578
15m,500,0.5,0.25,0.1,0.01,4,30,low,wa,0.0073546490527691,3,1,0,4,1.7402131571943578
15m,500,0.5,1.0,0.1,0.005,2,30,high,poc,0.0222293614025519,1,2,0,3,1.722293614025519
15m,500,0.5,1.0,0.1,0.005,2,40,high,poc,0.0222293614025518,1,2,0,3,1.722293614025518
15m,500,1.0,0.5,0.1,0.01,6,40,high,wa,0.0219048589638136,2,2,1,5,1.719048589638136
15m,500,2.0,0.5,0.1,0.01,3,30,low,poc,0.0541410774429574,2,1,1,4,1.7080774410962407
15m,500,0.5,1.0,0.1,0.005,6,40,high,wa,0.0039791072625885,3,2,1,6,1.7064577392925515
15m,500,0.5,1.0,0.1,0.005,6,30,high,wa,0.0039791072625885,3,2,1,6,1.7064577392925515
15m,500,1.0,0.5,0.1,0.01,4,40,low,poc,0.0369792722744861,1,2,1,4,1.7031260560781942
15m,500,1.0,0.5,0.1,0.01,4,30,low,poc,0.0369792722744861,1,2,1,4,1.7031260560781942
15m,500,1.0,1.0,0.1,0.005,5,40,low,poc,0.0357544751012282,0,2,0,2,1.6908780843456153
15m,500,1.0,1.0,0.1,0.005,5,30,low,poc,0.035754475101228,0,2,0,2,1.6908780843456133
15m,500,1.0,0.25,0.1,0.005,5,30,low,poc,0.035754475101228,0,2,0,2,1.6908780843456133
15m,500,1.0,0.5,0.1,0.005,5,30,low,poc,0.035754475101228,0,2,0,2,1.6908780843456133
15m,500,1.0,0.25,0.1,0.005,3,30,high,poc,0.0356793347675592,1,2,2,5,1.6901266810089253
15m,500,1.0,0.25,0.1,0.005,6,30,low,wa,0.0187675784110567,2,2,2,6,1.687675784110567
15m,500,1.0,1.0,0.1,0.01,5,40,low,wa,0.0185598179453836,2,1,0,3,1.685598179453836
15m,500,1.0,0.25,0.1,0.01,5,30,low,wa,0.0185598179453836,2,1,0,3,1.685598179453836
15m,500,1.0,0.25,0.1,0.01,5,40,low,wa,0.0185598179453836,2,1,0,3,1.685598179453836
15m,500,1.0,0.5,0.1,0.01,5,30,low,wa,0.0185598179453836,2,1,0,3,1.685598179453836
15m,500,1.0,0.5,0.1,0.01,5,40,low,wa,0.0185598179453836,2,1,0,3,1.685598179453836
15m,500,1.0,1.0,0.1,0.01,5,30,low,wa,0.0185598179453836,2,1,0,3,1.685598179453836
15m,500,1.0,0.5,0.1,0.005,4,40,high,poc,0.0351175521501767,0,2,0,2,1.6845088548351004
15m,500,1.0,1.0,0.1,0.005,4,40,high,poc,0.0351175521501767,0,2,0,2,1.6845088548351004
15m,500,1.0,1.0,0.1,0.005,4,30,high,poc,0.0351175521501767,0,2,0,2,1.6845088548351004
15m,500,0.5,0.5,0.1,0.005,3,30,high,poc,0.0100387127780748,1,3,1,5,1.6837204611140812
15m,500,0.5,0.5,0.1,0.005,3,40,high,poc,0.0100387127780747,1,3,1,5,1.6837204611140804
15m,500,0.5,1.0,0.1,0.01,5,40,low,poc,0.017757798051607,1,2,0,3,1.67757798051607
15m,500,0.5,1.0,0.1,0.01,5,30,low,poc,0.0177577980516069,1,2,0,3,1.677577980516069
15m,500,0.5,0.25,0.1,0.01,6,30,low,wa,0.0177344129653328,1,2,0,3,1.677344129653328
15m,500,0.5,0.5,0.1,0.01,6,30,low,wa,0.0177344129653328,1,2,0,3,1.677344129653328
15m,500,0.5,1.0,0.1,0.01,6,30,low,wa,0.0177344129653328,1,2,0,3,1.677344129653328
15m,500,0.5,0.5,0.1,0.01,6,40,low,wa,0.0177344129653327,1,2,0,3,1.677344129653327
15m,500,0.5,1.0,0.1,0.01,6,40,low,wa,0.0177344129653327,1,2,0,3,1.677344129653327
15m,500,0.5,0.25,0.1,0.01,6,40,low,wa,0.0177344129653327,1,2,0,3,1.677344129653327
15m,500,1.0,0.5,0.1,0.01,6,40,high,poc,0.0336172057250722,1,2,2,5,1.6695053905840551
15m,500,1.0,0.5,0.1,0.01,6,30,high,poc,0.0336172057250721,1,2,2,5,1.6695053905840544
15m,500,2.0,0.25,0.1,0.01,3,30,low,wa,0.0490968466845563,2,1,1,4,1.6576351335122297
15m,500,2.0,0.25,0.1,0.01,3,40,low,wa,0.0490968466845562,2,1,1,4,1.6576351335122288
15m,500,1.0,0.5,0.1,0.005,5,40,high,poc,0.0316325432533587,0,2,0,2,1.6496587658669204
15m,500,1.0,1.0,0.1,0.005,5,40,high,poc,0.0316325432533587,0,2,0,2,1.6496587658669204
15m,500,1.0,1.0,0.1,0.005,5,30,high,poc,0.0316325432533586,0,2,0,2,1.6496587658669193
15m,500,1.0,0.5,0.1,0.005,5,30,high,poc,0.0316325432533586,0,2,0,2,1.6496587658669193
15m,500,1.0,0.25,0.1,0.005,5,30,high,poc,0.0316325432533586,0,2,0,2,1.6496587658669193
15m,500,2.0,0.25,0.1,0.005,6,40,high,poc,0.0448654913972618,1,1,4,6,1.648654913972618
15m,500,2.0,1.0,0.1,0.005,6,40,low,wa,0.0144577422066584,2,2,2,6,1.644577422066584
15m,500,2.0,1.0,0.1,0.005,6,30,low,wa,0.0144577422066584,2,2,2,6,1.644577422066584
15m,500,2.0,0.25,0.1,0.005,6,40,low,poc,0.0444375666397834,1,1,4,6,1.644375666397834
5m,500,1.0,1.0,0.1,0.005,5,30,low,poc,0.013595101019902,2,1,0,3,1.63595101019902
15m,500,2.0,1.0,0.1,0.01,3,30,low,poc,0.0467864283901883,2,1,1,4,1.6345309505685497
5m,500,0.5,1.0,0.1,0.005,5,40,low,wa,0.0133722177822892,1,2,0,3,1.633722177822892
5m,500,0.5,0.5,0.1,0.005,5,40,low,wa,0.0133722177822892,1,2,0,3,1.633722177822892
5m,500,0.5,1.0,0.1,0.005,5,40,low,poc,0.0133722177822892,1,2,0,3,1.633722177822892
5m,500,0.5,0.5,0.1,0.005,5,30,low,wa,0.0133722177822891,1,2,0,3,1.633722177822891
5m,500,0.5,1.0,0.1,0.005,5,30,low,wa,0.0133722177822891,1,2,0,3,1.633722177822891
15m,500,1.0,1.0,0.1,0.01,6,30,high,wa,0.012624949991122,2,2,1,5,1.62624949991122
15m,500,1.0,1.0,0.1,0.01,6,40,high,wa,0.0126249499911217,2,2,1,5,1.626249499911217
15m,500,2.0,0.5,0.1,0.01,3,30,low,wa,0.0454195221581718,2,1,1,4,1.6208618882483847
15m,500,2.0,0.5,0.1,0.01,3,40,low,wa,0.0454195221581716,2,1,1,4,1.6208618882483825
15m,500,1.0,0.25,0.1,0.01,6,40,low,poc,0.0449823376970046,0,2,1,3,1.616490043636713
15m,500,0.5,0.5,0.1,0.01,5,30,low,wa,0.0092799089726919,2,1,0,3,1.592799089726919
15m,500,0.5,0.25,0.1,0.01,5,30,low,wa,0.0092799089726919,2,1,0,3,1.592799089726919
15m,500,0.5,1.0,0.1,0.01,5,30,low,wa,0.0092799089726919,2,1,0,3,1.592799089726919
15m,500,0.5,1.0,0.1,0.01,5,40,low,wa,0.0092799089726918,2,1,0,3,1.592799089726918
15m,500,0.5,0.25,0.1,0.01,5,40,low,wa,0.0092799089726918,2,1,0,3,1.592799089726918
15m,500,0.5,0.5,0.1,0.01,5,40,low,wa,0.0092799089726918,2,1,0,3,1.592799089726918
15m,500,1.0,0.5,0.1,0.01,6,40,low,poc,0.0407550857006841,0,2,1,3,1.5742175236735076
15m,500,2.0,0.25,0.1,0.01,6,30,high,poc,0.0488633970254108,1,1,3,5,1.5719673035874413
15m,500,2.0,0.25,0.1,0.01,6,40,high,poc,0.0488633970254107,1,1,3,5,1.5719673035874404
15m,500,2.0,0.25,0.1,0.005,4,30,low,poc,0.0568557720093806,1,1,1,3,1.568557720093806
15m,500,2.0,0.25,0.1,0.005,4,40,low,poc,0.0568557720093805,1,1,1,3,1.568557720093805
5m,500,0.5,1.0,0.1,0.005,5,30,low,poc,0.0067975505099511,2,1,0,3,1.567975505099511
15m,500,0.5,1.0,0.1,0.01,3,40,high,poc,0.0231535794521794,0,2,0,2,1.5648691278551272
15m,500,0.5,1.0,0.1,0.01,4,40,high,poc,0.0231535794521794,0,2,0,2,1.5648691278551272
