period,limit,tp_natr_coef,sl_natr_coef,cumulative_threshold,change_threshold,tolerance,num_bin,price_index,strategy,profit,expired,# win,# lose,amount_trades,performance
15m,500,2.0,0.5,0.1,0.005,6,30,high,poc,0.1261855595486163,0,2,0,2,3.261855595486163
15m,500,2.0,1.0,0.1,0.005,5,40,high,poc,0.1261855595486163,0,2,0,2,3.261855595486163
15m,500,2.0,0.5,0.1,0.005,6,40,high,poc,0.1261855595486163,0,2,0,2,3.261855595486163
15m,500,2.0,1.0,0.1,0.005,6,40,high,poc,0.1261855595486163,0,2,0,2,3.261855595486163
15m,500,2.0,1.0,0.1,0.005,6,30,high,poc,0.1261855595486163,0,2,0,2,3.261855595486163
15m,500,2.0,0.5,0.1,0.005,5,40,high,poc,0.1261855595486163,0,2,0,2,3.261855595486163
15m,500,2.0,1.0,0.1,0.005,5,30,high,poc,0.1261855595486163,0,2,0,2,3.261855595486163
15m,500,2.0,0.5,0.1,0.005,5,30,high,poc,0.1261855595486163,0,2,0,2,3.261855595486163
15m,500,1.0,0.5,0.1,0.01,2,30,low,wa,0.0851864570661285,0,2,0,2,2.851864570661285
15m,500,1.0,0.25,0.1,0.01,2,40,low,wa,0.0851864570661285,0,2,0,2,2.851864570661285
15m,500,1.0,0.25,0.1,0.01,2,30,low,wa,0.0851864570661285,0,2,0,2,2.851864570661285
15m,500,1.0,0.5,0.1,0.01,2,40,low,wa,0.0851864570661285,0,2,0,2,2.851864570661285
15m,500,1.0,1.0,0.1,0.01,2,30,low,wa,0.0851864570661285,0,2,0,2,2.851864570661285
15m,500,1.0,1.0,0.1,0.01,2,40,low,wa,0.0851864570661285,0,2,0,2,2.851864570661285
15m,500,2.0,1.0,0.1,0.005,3,40,high,wa,0.1305489887050171,0,1,0,1,2.8054898870501708
15m,500,2.0,0.5,0.1,0.005,3,40,high,wa,0.1305489887050171,0,1,0,1,2.8054898870501708
15m,500,2.0,1.0,0.1,0.01,3,40,high,wa,0.1305489887050171,0,1,0,1,2.8054898870501708
15m,500,2.0,0.5,0.1,0.005,2,40,high,wa,0.1305489887050171,0,1,0,1,2.8054898870501708
15m,500,2.0,1.0,0.1,0.005,2,40,high,wa,0.1305489887050171,0,1,0,1,2.8054898870501708
15m,500,2.0,0.5,0.1,0.01,3,40,high,wa,0.1305489887050171,0,1,0,1,2.8054898870501708
15m,500,2.0,0.25,0.1,0.005,4,30,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.25,0.1,0.005,4,40,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.005,2,30,high,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.005,2,30,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.01,3,30,high,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.01,3,40,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.005,4,30,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.01,3,30,high,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.005,2,30,high,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.01,3,30,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.005,4,40,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.005,4,30,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.005,4,40,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.01,3,30,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.25,0.1,0.01,3,40,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.25,0.1,0.01,3,30,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.25,0.1,0.005,3,40,low,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.01,3,40,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.005,2,40,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.005,2,40,low,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.005,3,40,low,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.005,2,30,low,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.25,0.1,0.005,2,30,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.005,3,30,high,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.005,3,40,low,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.25,0.1,0.005,3,30,low,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.005,2,40,low,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.25,0.1,0.005,2,40,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.005,3,30,high,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.005,3,30,low,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.25,0.1,0.005,2,40,low,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.25,0.1,0.005,2,30,low,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.005,2,30,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.005,2,40,avgHL,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,1.0,0.1,0.005,3,30,low,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,2.0,0.5,0.1,0.005,2,30,low,wa,0.130548988705017,0,1,0,1,2.80548988705017
15m,500,1.0,0.25,0.1,0.005,3,30,avgHL,wa,0.0805045210520361,0,2,0,2,2.805045210520361
15m,500,1.0,1.0,0.1,0.005,3,30,avgHL,wa,0.0805045210520361,0,2,0,2,2.805045210520361
15m,500,1.0,0.5,0.1,0.005,3,30,avgHL,wa,0.0805045210520361,0,2,0,2,2.805045210520361
15m,500,1.0,0.5,0.1,0.005,3,40,avgHL,wa,0.080504521052036,0,2,0,2,2.80504521052036
15m,500,1.0,0.25,0.1,0.005,3,40,avgHL,wa,0.080504521052036,0,2,0,2,2.80504521052036
15m,500,1.0,1.0,0.1,0.005,3,40,avgHL,wa,0.080504521052036,0,2,0,2,2.80504521052036
15m,500,1.0,0.25,0.1,0.005,6,30,avgHL,wa,0.0771271751949137,0,2,0,2,2.771271751949137
15m,500,1.0,1.0,0.1,0.005,6,30,avgHL,wa,0.0771271751949137,0,2,0,2,2.771271751949137
15m,500,1.0,0.5,0.1,0.005,5,30,avgHL,wa,0.0771271751949137,0,2,0,2,2.771271751949137
15m,500,1.0,0.25,0.1,0.005,5,30,avgHL,wa,0.0771271751949137,0,2,0,2,2.771271751949137
15m,500,1.0,1.0,0.1,0.005,5,30,avgHL,wa,0.0771271751949137,0,2,0,2,2.771271751949137
15m,500,1.0,0.5,0.1,0.005,6,30,avgHL,wa,0.0771271751949137,0,2,0,2,2.771271751949137
15m,500,1.0,0.25,0.1,0.005,6,40,avgHL,wa,0.0771271751949136,0,2,0,2,2.7712717519491363
15m,500,1.0,1.0,0.1,0.005,5,40,avgHL,wa,0.0771271751949136,0,2,0,2,2.7712717519491363
15m,500,1.0,0.5,0.1,0.005,6,40,avgHL,wa,0.0771271751949136,0,2,0,2,2.7712717519491363
15m,500,1.0,0.5,0.1,0.005,5,40,avgHL,wa,0.0771271751949136,0,2,0,2,2.7712717519491363
15m,500,1.0,0.25,0.1,0.005,5,40,avgHL,wa,0.0771271751949136,0,2,0,2,2.7712717519491363
15m,500,1.0,1.0,0.1,0.005,6,40,avgHL,wa,0.0771271751949136,0,2,0,2,2.7712717519491363
15m,500,2.0,0.25,0.1,0.01,6,30,avgHL,wa,0.1267414820301351,0,1,1,2,2.767414820301351
15m,500,2.0,0.25,0.1,0.01,4,30,avgHL,wa,0.1267414820301351,0,1,1,2,2.767414820301351
15m,500,2.0,0.25,0.1,0.01,6,40,avgHL,wa,0.1267414820301351,0,1,1,2,2.767414820301351
15m,500,2.0,0.25,0.1,0.01,4,40,avgHL,wa,0.1267414820301351,0,1,1,2,2.767414820301351
15m,500,2.0,0.25,0.1,0.01,5,40,avgHL,wa,0.1267414820301351,0,1,1,2,2.767414820301351
15m,500,2.0,0.25,0.1,0.01,5,30,avgHL,wa,0.1267414820301351,0,1,1,2,2.767414820301351
15m,500,2.0,0.25,0.1,0.005,3,30,avgHL,wa,0.1267414820301351,0,1,1,2,2.767414820301351
15m,500,2.0,0.25,0.1,0.005,3,40,avgHL,wa,0.126741482030135,0,1,1,2,2.76741482030135
15m,500,2.0,0.25,0.1,0.01,2,30,avgHL,wa,0.125752115047025,0,1,1,2,2.75752115047025
15m,500,2.0,0.25,0.1,0.01,2,40,avgHL,wa,0.125752115047025,0,1,1,2,2.75752115047025
15m,500,2.0,0.25,0.1,0.01,3,40,low,wa,0.125570998026612,0,1,1,2,2.7557099802661202
15m,500,2.0,0.25,0.1,0.01,3,30,low,wa,0.1255709980266119,0,1,1,2,2.755709980266119
15m,500,2.0,0.5,0.1,0.005,3,30,avgHL,wa,0.1229339753552532,0,1,1,2,2.729339753552532
15m,500,2.0,0.5,0.1,0.01,5,40,avgHL,wa,0.1229339753552532,0,1,1,2,2.729339753552532
15m,500,2.0,0.5,0.1,0.01,4,40,avgHL,wa,0.1229339753552532,0,1,1,2,2.729339753552532
15m,500,2.0,0.5,0.1,0.01,6,40,avgHL,wa,0.1229339753552532,0,1,1,2,2.729339753552532
15m,500,2.0,0.5,0.1,0.005,3,40,avgHL,wa,0.1229339753552532,0,1,1,2,2.729339753552532
15m,500,2.0,0.5,0.1,0.01,6,30,avgHL,wa,0.1229339753552531,0,1,1,2,2.729339753552531
15m,500,2.0,0.5,0.1,0.01,5,30,avgHL,wa,0.1229339753552531,0,1,1,2,2.729339753552531
15m,500,2.0,0.5,0.1,0.01,4,30,avgHL,wa,0.1229339753552531,0,1,1,2,2.729339753552531
15m,500,2.0,0.5,0.1,0.01,2,40,avgHL,wa,0.1209552413890332,0,1,1,2,2.709552413890332
15m,500,2.0,0.5,0.1,0.01,2,30,avgHL,wa,0.1209552413890331,0,1,1,2,2.7095524138903313
15m,500,2.0,0.5,0.1,0.01,3,40,low,wa,0.120593007348207,0,1,1,2,2.7059300734820697
15m,500,2.0,0.5,0.1,0.01,3,30,low,wa,0.120593007348207,0,1,1,2,2.7059300734820697
15m,500,1.0,1.0,0.1,0.01,5,40,low,poc,0.0673776688905166,0,2,0,2,2.673776688905166
15m,500,1.0,0.5,0.1,0.01,5,40,low,poc,0.0673776688905166,0,2,0,2,2.673776688905166
15m,500,1.0,1.0,0.1,0.01,6,40,low,poc,0.0673776688905166,0,2,0,2,2.673776688905166
15m,500,1.0,0.25,0.1,0.01,5,40,low,poc,0.0673776688905166,0,2,0,2,2.673776688905166
15m,500,1.0,0.25,0.1,0.01,6,40,low,poc,0.0673776688905166,0,2,0,2,2.673776688905166
15m,500,1.0,0.5,0.1,0.01,6,40,low,poc,0.0673776688905166,0,2,0,2,2.673776688905166
15m,500,1.0,0.5,0.1,0.01,5,30,low,poc,0.0673776688905164,0,2,0,2,2.673776688905164
15m,500,1.0,0.5,0.1,0.01,6,30,low,poc,0.0673776688905164,0,2,0,2,2.673776688905164
15m,500,1.0,1.0,0.1,0.01,6,30,low,poc,0.0673776688905164,0,2,0,2,2.673776688905164
15m,500,1.0,1.0,0.1,0.01,5,30,low,poc,0.0673776688905164,0,2,0,2,2.673776688905164
15m,500,1.0,0.25,0.1,0.01,6,40,high,poc,0.0669586199064701,0,2,0,2,2.669586199064701
15m,500,1.0,0.5,0.1,0.01,6,40,high,poc,0.0669586199064701,0,2,0,2,2.669586199064701
15m,500,1.0,0.5,0.1,0.01,6,30,high,poc,0.0669586199064701,0,2,0,2,2.669586199064701
15m,500,1.0,1.0,0.1,0.01,6,30,high,poc,0.0669586199064701,0,2,0,2,2.669586199064701
15m,500,1.0,1.0,0.1,0.01,6,40,high,poc,0.0669586199064701,0,2,0,2,2.669586199064701
15m,500,1.0,0.25,0.1,0.01,6,30,high,poc,0.0669586199064701,0,2,0,2,2.669586199064701
15m,500,1.0,1.0,0.1,0.01,5,40,high,poc,0.0663818481793886,0,2,0,2,2.6638184817938857
15m,500,2.0,1.0,0.1,0.005,3,30,avgHL,wa,0.1153189620054894,0,1,1,2,2.653189620054894
15m,500,2.0,1.0,0.1,0.005,3,40,avgHL,wa,0.1153189620054894,0,1,1,2,2.653189620054894
15m,500,2.0,1.0,0.1,0.01,5,30,avgHL,wa,0.1153189620054893,0,1,1,2,2.653189620054893
15m,500,2.0,1.0,0.1,0.01,4,40,avgHL,wa,0.1153189620054893,0,1,1,2,2.653189620054893
15m,500,2.0,1.0,0.1,0.01,5,40,avgHL,wa,0.1153189620054893,0,1,1,2,2.653189620054893
15m,500,2.0,1.0,0.1,0.01,6,40,avgHL,wa,0.1153189620054893,0,1,1,2,2.653189620054893
15m,500,2.0,1.0,0.1,0.01,4,30,avgHL,wa,0.1153189620054893,0,1,1,2,2.653189620054893
15m,500,2.0,1.0,0.1,0.01,6,30,avgHL,wa,0.1153189620054893,0,1,1,2,2.653189620054893
15m,500,1.0,1.0,0.1,0.01,2,40,high,wa,0.0652744943525085,1,1,0,2,2.652744943525085
15m,500,1.0,1.0,0.1,0.01,2,30,high,wa,0.0652744943525085,1,1,0,2,2.652744943525085
15m,500,1.0,0.5,0.1,0.01,2,40,high,wa,0.0652744943525085,1,1,0,2,2.652744943525085
15m,500,1.0,0.5,0.1,0.01,2,30,high,wa,0.0652744943525085,1,1,0,2,2.652744943525085
15m,500,1.0,0.5,0.1,0.005,6,30,low,poc,0.0640003230333941,0,2,0,2,2.640003230333941
15m,500,1.0,1.0,0.1,0.005,6,30,low,poc,0.0640003230333941,0,2,0,2,2.640003230333941
15m,500,1.0,0.25,0.1,0.005,6,30,low,poc,0.0640003230333941,0,2,0,2,2.640003230333941
15m,500,1.0,0.5,0.1,0.005,6,40,low,poc,0.064000323033394,0,2,0,2,2.64000323033394
15m,500,1.0,1.0,0.1,0.005,6,40,low,poc,0.064000323033394,0,2,0,2,2.64000323033394
15m,500,1.0,0.5,0.1,0.005,5,30,high,poc,0.0630927797743082,0,2,0,2,2.630927797743082
15m,500,1.0,0.5,0.1,0.005,6,30,high,poc,0.0630927797743082,0,2,0,2,2.630927797743082
15m,500,1.0,1.0,0.1,0.005,6,30,high,poc,0.0630927797743082,0,2,0,2,2.630927797743082
15m,500,1.0,1.0,0.1,0.005,5,30,high,poc,0.0630927797743082,0,2,0,2,2.630927797743082
15m,500,1.0,1.0,0.1,0.005,6,40,high,poc,0.0630927797743081,0,2,0,2,2.630927797743081
15m,500,1.0,0.5,0.1,0.005,6,40,high,poc,0.0630927797743081,0,2,0,2,2.630927797743081
15m,500,1.0,0.5,0.1,0.005,5,40,high,poc,0.0630927797743081,0,2,0,2,2.630927797743081
15m,500,1.0,1.0,0.1,0.005,5,40,high,poc,0.0630927797743081,0,2,0,2,2.630927797743081
15m,500,2.0,1.0,0.1,0.01,2,30,avgHL,wa,0.1113614940730494,0,1,1,2,2.613614940730494
15m,500,2.0,1.0,0.1,0.01,2,40,avgHL,wa,0.1113614940730493,0,1,1,2,2.6136149407304927
15m,500,2.0,1.0,0.1,0.01,3,30,low,wa,0.1106370259913972,0,1,1,2,2.606370259913972
15m,500,2.0,1.0,0.1,0.01,3,40,low,wa,0.1106370259913971,0,1,1,2,2.6063702599139713
15m,500,2.0,1.0,0.1,0.005,4,30,high,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.5,0.1,0.01,4,40,high,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,1.0,0.1,0.01,4,30,high,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.25,0.1,0.005,5,40,low,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,1.0,0.1,0.01,4,40,high,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.5,0.1,0.005,5,40,low,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.25,0.1,0.005,4,30,high,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.25,0.1,0.005,4,40,high,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.5,0.1,0.005,4,30,high,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.5,0.1,0.005,4,40,high,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.5,0.1,0.01,4,30,high,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,1.0,0.1,0.005,4,40,high,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,1.0,0.1,0.005,5,40,low,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.25,0.1,0.01,4,40,high,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,1.0,0.1,0.005,4,40,low,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.5,0.1,0.005,4,40,low,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.25,0.1,0.005,4,40,low,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,1.0,0.1,0.01,4,40,low,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.25,0.1,0.01,4,30,high,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.5,0.1,0.01,4,40,low,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.25,0.1,0.01,4,40,low,poc,0.1042952843819782,0,1,0,1,2.5429528438197817
15m,500,2.0,0.5,0.1,0.005,5,30,low,poc,0.1042952843819781,0,1,0,1,2.542952843819781
15m,500,2.0,0.5,0.1,0.005,4,30,low,poc,0.1042952843819781,0,1,0,1,2.542952843819781
15m,500,2.0,1.0,0.1,0.01,4,30,low,poc,0.1042952843819781,0,1,0,1,2.542952843819781
15m,500,2.0,1.0,0.1,0.005,4,30,low,poc,0.1042952843819781,0,1,0,1,2.542952843819781
15m,500,2.0,1.0,0.1,0.005,5,30,low,poc,0.1042952843819781,0,1,0,1,2.542952843819781
15m,500,2.0,0.5,0.1,0.01,4,30,low,poc,0.1042952843819781,0,1,0,1,2.542952843819781
15m,500,2.0,0.25,0.1,0.01,4,30,low,poc,0.1042952843819781,0,1,0,1,2.542952843819781
15m,500,2.0,0.25,0.1,0.005,4,30,low,poc,0.1042952843819781,0,1,0,1,2.542952843819781
15m,500,2.0,0.25,0.1,0.005,5,30,low,poc,0.1042952843819781,0,1,0,1,2.542952843819781
15m,500,2.0,0.25,0.1,0.005,5,40,high,poc,0.1015589999861485,0,1,1,2,2.515589999861485
15m,500,2.0,0.25,0.1,0.005,6,40,high,poc,0.1015589999861485,0,1,1,2,2.515589999861485
15m,500,2.0,0.25,0.1,0.005,6,30,high,poc,0.1015589999861485,0,1,1,2,2.515589999861485
15m,500,2.0,0.25,0.1,0.005,5,30,high,poc,0.1015589999861485,0,1,1,2,2.515589999861485
15m,500,2.0,0.25,0.1,0.005,6,40,low,poc,0.1013321141713769,0,1,1,2,2.513321141713769
15m,500,2.0,0.25,0.1,0.01,5,40,high,poc,0.1007367328848783,0,1,1,2,2.507367328848783
15m,500,2.0,0.25,0.1,0.01,5,30,high,poc,0.1007367328848783,0,1,1,2,2.507367328848783
15m,500,2.0,0.25,0.1,0.01,6,40,high,poc,0.1005925399531079,0,1,1,2,2.505925399531079
15m,500,2.0,0.25,0.1,0.01,6,30,high,poc,0.1005925399531078,0,1,1,2,2.505925399531078
15m,500,2.0,0.25,0.1,0.01,5,40,low,poc,0.1004877777070962,0,1,1,2,2.504877777070962
15m,500,2.0,0.25,0.1,0.01,5,30,low,poc,0.1004877777070962,0,1,1,2,2.504877777070962
15m,500,2.0,0.25,0.1,0.01,6,30,low,poc,0.1004877777070962,0,1,1,2,2.504877777070962
15m,500,2.0,0.25,0.1,0.01,6,40,low,poc,0.1004877777070962,0,1,1,2,2.504877777070962
15m,500,2.0,0.5,0.1,0.01,5,30,high,poc,0.0971781813877784,0,1,1,2,2.471781813877784
15m,500,2.0,0.5,0.1,0.01,5,40,high,poc,0.0971781813877784,0,1,1,2,2.471781813877784
15m,500,2.0,0.5,0.1,0.01,6,40,high,poc,0.0968897955242376,0,1,1,2,2.468897955242376
15m,500,2.0,0.5,0.1,0.01,6,30,high,poc,0.0968897955242376,0,1,1,2,2.468897955242376
15m,500,2.0,0.5,0.1,0.01,5,30,low,poc,0.0966802710322144,0,1,1,2,2.4668027103221437
15m,500,2.0,0.5,0.1,0.01,5,40,low,poc,0.0966802710322144,0,1,1,2,2.4668027103221437
15m,500,2.0,0.5,0.1,0.01,6,40,low,poc,0.0966802710322144,0,1,1,2,2.4668027103221437
15m,500,2.0,0.5,0.1,0.01,6,30,low,poc,0.0966802710322144,0,1,1,2,2.4668027103221437
15m,500,0.5,0.5,0.1,0.01,2,30,low,wa,0.0425932285330643,0,2,0,2,2.425932285330643
15m,500,0.5,0.25,0.1,0.01,2,40,low,wa,0.0425932285330643,0,2,0,2,2.425932285330643
15m,500,0.5,0.25,0.1,0.01,2,30,low,wa,0.0425932285330643,0,2,0,2,2.425932285330643
15m,500,0.5,0.5,0.1,0.01,2,40,low,wa,0.0425932285330643,0,2,0,2,2.425932285330643
15m,500,0.5,1.0,0.1,0.01,2,30,low,wa,0.0425932285330643,0,2,0,2,2.425932285330643
15m,500,0.5,1.0,0.1,0.01,2,40,low,wa,0.0425932285330643,0,2,0,2,2.425932285330643
15m,500,0.5,1.0,0.1,0.01,5,40,avgHL,wa,0.0402522605260183,0,2,0,2,2.402522605260183
15m,500,0.5,1.0,0.1,0.01,5,30,avgHL,wa,0.0402522605260183,0,2,0,2,2.402522605260183
15m,500,0.5,0.5,0.1,0.005,3,30,avgHL,wa,0.0402522605260183,0,2,0,2,2.402522605260183
15m,500,0.5,1.0,0.1,0.01,4,40,avgHL,wa,0.0402522605260183,0,2,0,2,2.402522605260183
15m,500,0.5,0.25,0.1,0.005,3,30,avgHL,wa,0.0402522605260183,0,2,0,2,2.402522605260183
15m,500,0.5,1.0,0.1,0.01,4,30,avgHL,wa,0.0402522605260183,0,2,0,2,2.402522605260183
15m,500,0.5,1.0,0.1,0.01,6,40,avgHL,wa,0.0402522605260183,0,2,0,2,2.402522605260183
15m,500,0.5,1.0,0.1,0.005,3,30,avgHL,wa,0.0402522605260183,0,2,0,2,2.402522605260183
15m,500,0.5,1.0,0.1,0.01,6,30,avgHL,wa,0.0402522605260183,0,2,0,2,2.402522605260183
15m,500,0.5,0.25,0.1,0.005,3,40,avgHL,wa,0.0402522605260182,0,2,0,2,2.402522605260182
15m,500,0.5,1.0,0.1,0.005,3,40,avgHL,wa,0.0402522605260182,0,2,0,2,2.402522605260182
15m,500,0.5,0.5,0.1,0.005,3,40,avgHL,wa,0.0402522605260182,0,2,0,2,2.402522605260182
15m,500,2.0,1.0,0.1,0.01,5,30,high,poc,0.0900610783935788,0,1,1,2,2.4006107839357878
15m,500,2.0,1.0,0.1,0.01,6,40,high,poc,0.0894843066664969,0,1,1,2,2.394843066664969
15m,500,2.0,1.0,0.1,0.01,6,30,high,poc,0.0894843066664968,0,1,1,2,2.394843066664968
15m,500,2.0,1.0,0.1,0.01,6,40,low,poc,0.0890652576824506,0,1,1,2,2.390652576824506
15m,500,2.0,1.0,0.1,0.01,5,40,low,poc,0.0890652576824506,0,1,1,2,2.390652576824506
