period,limit,tp_natr_coef,sl_natr_coef,cumulative_threshold,change_threshold,tolerance,num_bin,price_index,strategy,profit,expired,# win,# lose,amount_trades,performance
15m,500,0.5,1.0,0.1,0.005,4,40,low,poc,0.0050702551063053,0,2,1,3,1.4673692177297197
15m,500,1.0,0.25,0.1,0.005,6,40,low,wa,0.0113548363611959,1,1,2,4,1.4468816969452922
15m,500,2.0,0.5,0.1,0.005,6,30,low,poc,0.0160245414580404,0,1,3,4,1.410245414580404
15m,500,2.0,0.5,0.1,0.005,5,40,low,poc,0.0160245414580404,0,1,3,4,1.410245414580404
15m,500,2.0,0.5,0.1,0.005,5,30,low,poc,0.0160245414580403,0,1,3,4,1.410245414580403
15m,500,2.0,0.5,0.1,0.005,6,40,low,poc,0.0160245414580402,0,1,3,4,1.410245414580402
15m,500,1.0,0.25,0.1,0.005,5,40,high,wa,0.0070551840729811,1,1,2,4,1.4038851740631442
15m,500,1.0,0.25,0.1,0.005,6,40,high,wa,0.0070551840729811,1,1,2,4,1.4038851740631442
15m,500,1.0,0.25,0.1,0.005,3,40,high,wa,0.015003425944345,0,1,0,1,1.40003425944345
15m,500,1.0,1.0,0.1,0.005,2,40,high,wa,0.015003425944345,0,1,0,1,1.40003425944345
15m,500,1.0,0.5,0.1,0.005,3,40,high,wa,0.015003425944345,0,1,0,1,1.40003425944345
15m,500,1.0,0.25,0.1,0.005,2,40,high,wa,0.015003425944345,0,1,0,1,1.40003425944345
15m,500,1.0,0.5,0.1,0.005,2,40,high,wa,0.015003425944345,0,1,0,1,1.40003425944345
15m,500,1.0,1.0,0.1,0.005,3,40,high,wa,0.015003425944345,0,1,0,1,1.40003425944345
15m,500,1.0,1.0,0.1,0.005,3,30,high,wa,0.0150034259443449,0,1,0,1,1.400034259443449
15m,500,1.0,0.5,0.1,0.005,3,30,high,wa,0.0150034259443449,0,1,0,1,1.400034259443449
15m,500,1.0,0.5,0.1,0.005,2,30,high,wa,0.0150034259443449,0,1,0,1,1.400034259443449
15m,500,1.0,0.25,0.1,0.005,3,30,high,wa,0.0150034259443449,0,1,0,1,1.400034259443449
15m,500,1.0,0.25,0.1,0.005,2,30,high,wa,0.0150034259443449,0,1,0,1,1.400034259443449
15m,500,1.0,1.0,0.1,0.005,2,30,high,wa,0.0150034259443449,0,1,0,1,1.400034259443449
15m,500,2.0,0.25,0.1,0.005,5,30,high,poc,0.0134372856797701,0,1,3,4,1.384372856797701
15m,500,2.0,1.0,0.1,0.005,6,40,low,wa,0.004628904431134,1,1,2,4,1.3796223776446732
15m,500,2.0,1.0,0.1,0.005,5,40,low,wa,0.004628904431134,1,1,2,4,1.3796223776446732
15m,500,2.0,1.0,0.1,0.005,5,30,low,wa,0.004628904431134,1,1,2,4,1.3796223776446732
15m,500,2.0,1.0,0.1,0.005,6,30,low,wa,0.004628904431134,1,1,2,4,1.3796223776446732
15m,500,1.0,1.0,0.1,0.01,6,40,high,wa,0.0126317164700212,0,1,0,1,1.376317164700212
15m,500,1.0,0.5,0.1,0.01,5,40,high,wa,0.0126317164700212,0,1,0,1,1.376317164700212
15m,500,1.0,1.0,0.1,0.01,4,40,high,wa,0.0126317164700212,0,1,0,1,1.376317164700212
15m,500,1.0,0.5,0.1,0.01,4,40,high,wa,0.0126317164700212,0,1,0,1,1.376317164700212
15m,500,1.0,1.0,0.1,0.01,5,40,high,wa,0.0126317164700212,0,1,0,1,1.376317164700212
15m,500,1.0,0.5,0.1,0.01,6,40,high,wa,0.0126317164700212,0,1,0,1,1.376317164700212
15m,500,1.0,0.25,0.1,0.01,4,30,high,wa,0.0126317164700211,0,1,0,1,1.376317164700211
15m,500,1.0,0.5,0.1,0.01,6,30,high,wa,0.0126317164700211,0,1,0,1,1.376317164700211
15m,500,1.0,1.0,0.1,0.01,4,30,high,wa,0.0126317164700211,0,1,0,1,1.376317164700211
15m,500,1.0,0.5,0.1,0.01,4,30,high,wa,0.0126317164700211,0,1,0,1,1.376317164700211
15m,500,1.0,0.5,0.1,0.01,5,30,high,wa,0.0126317164700211,0,1,0,1,1.376317164700211
15m,500,1.0,0.25,0.1,0.01,5,30,high,wa,0.0126317164700211,0,1,0,1,1.376317164700211
15m,500,1.0,1.0,0.1,0.01,5,30,high,wa,0.0126317164700211,0,1,0,1,1.376317164700211
15m,500,1.0,1.0,0.1,0.01,6,30,high,wa,0.0126317164700211,0,1,0,1,1.376317164700211
15m,500,1.0,0.25,0.1,0.01,6,30,high,wa,0.0126317164700211,0,1,0,1,1.376317164700211
15m,500,1.0,1.0,0.1,0.005,2,30,low,poc,0.0125681920186102,0,1,0,1,1.3756819201861021
15m,500,1.0,0.5,0.1,0.005,2,30,low,poc,0.0125681920186102,0,1,0,1,1.3756819201861021
15m,500,1.0,0.25,0.1,0.005,2,30,low,poc,0.0125681920186102,0,1,0,1,1.3756819201861021
15m,500,0.5,1.0,0.1,0.01,6,40,low,poc,0.0115155534748231,0,1,0,1,1.3651555347482311
15m,500,0.5,0.5,0.1,0.01,6,30,low,wa,0.011515553474823,0,1,0,1,1.36515553474823
15m,500,0.5,0.5,0.1,0.01,6,30,low,poc,0.011515553474823,0,1,0,1,1.36515553474823
15m,500,0.5,1.0,0.1,0.01,6,30,low,wa,0.011515553474823,0,1,0,1,1.36515553474823
15m,500,0.5,0.25,0.1,0.01,6,30,low,poc,0.011515553474823,0,1,0,1,1.36515553474823
15m,500,0.5,1.0,0.1,0.01,6,30,low,poc,0.011515553474823,0,1,0,1,1.36515553474823
15m,500,0.5,0.25,0.1,0.01,6,30,low,wa,0.011515553474823,0,1,0,1,1.36515553474823
15m,500,0.5,0.5,0.1,0.01,6,40,low,wa,0.0115155534748229,0,1,0,1,1.365155534748229
15m,500,0.5,1.0,0.1,0.01,6,40,low,wa,0.0115155534748229,0,1,0,1,1.365155534748229
15m,500,0.5,0.25,0.1,0.005,5,40,low,wa,0.0031341409398996,1,1,2,4,1.3646747427323294
15m,500,0.5,0.25,0.1,0.005,6,30,low,wa,0.0031341409398996,1,1,2,4,1.3646747427323294
15m,500,0.5,0.25,0.1,0.005,5,30,low,wa,0.0031341409398995,1,1,2,4,1.3646747427323282
15m,500,1.0,0.5,0.1,0.005,6,40,low,wa,0.0023144522155669,1,1,2,4,1.3564778554890022
15m,500,0.5,0.25,0.1,0.005,4,30,low,wa,0.0082329460666058,1,1,1,3,1.332329460666058
15m,500,0.5,0.25,0.1,0.005,5,40,high,wa,-0.0004465288991914,1,1,2,4,1.3288680443414194
15m,500,0.5,0.25,0.1,0.005,6,40,high,wa,-0.0004465288991915,1,1,2,4,1.3288680443414183
15m,500,0.5,1.0,0.1,0.005,3,30,high,poc,0.0075017129721724,0,1,0,1,1.325017129721724
15m,500,0.5,1.0,0.1,0.005,2,30,high,poc,0.0075017129721724,0,1,0,1,1.325017129721724
15m,500,0.5,0.5,0.1,0.005,2,30,high,poc,0.0075017129721724,0,1,0,1,1.325017129721724
15m,500,0.5,0.5,0.1,0.005,3,30,high,poc,0.0075017129721724,0,1,0,1,1.325017129721724
15m,500,0.5,1.0,0.1,0.005,3,40,high,wa,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,1.0,0.1,0.005,3,30,high,wa,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,0.5,0.1,0.005,3,40,high,poc,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,0.25,0.1,0.005,2,40,high,wa,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,1.0,0.1,0.005,3,40,high,poc,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,0.5,0.1,0.005,2,30,high,wa,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,0.5,0.1,0.005,3,40,high,wa,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,0.25,0.1,0.005,2,30,high,wa,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,0.25,0.1,0.005,3,40,high,wa,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,0.5,0.1,0.005,2,40,high,poc,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,1.0,0.1,0.005,2,30,high,wa,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,1.0,0.1,0.005,2,40,high,wa,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,1.0,0.1,0.005,2,40,high,poc,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,0.25,0.1,0.005,3,30,high,wa,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,0.5,0.1,0.005,3,30,high,wa,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,0.5,0.1,0.005,2,40,high,wa,0.0075017129721723,0,1,0,1,1.325017129721723
15m,500,0.5,1.0,0.1,0.005,5,40,high,poc,-0.0180071585039782,0,2,2,4,1.319928414960218
15m,500,0.5,1.0,0.1,0.005,5,30,high,poc,-0.0180071585039782,0,2,2,4,1.319928414960218
15m,500,0.5,1.0,0.1,0.005,3,40,low,wa,0.0065652148164346,0,1,0,1,1.315652148164346
15m,500,0.5,1.0,0.1,0.005,3,30,low,wa,0.0065652148164345,0,1,0,1,1.315652148164345
15m,500,2.0,1.0,0.1,0.005,5,30,high,wa,-0.0017861155967656,1,1,2,4,1.3154721773656772
15m,500,2.0,1.0,0.1,0.005,5,40,high,wa,-0.0017861155967659,1,1,2,4,1.3154721773656743
15m,500,0.5,0.5,0.1,0.01,4,30,high,wa,0.0063158582350105,0,1,0,1,1.313158582350105
15m,500,0.5,0.25,0.1,0.01,6,30,high,wa,0.0063158582350105,0,1,0,1,1.313158582350105
15m,500,0.5,0.25,0.1,0.01,4,30,high,wa,0.0063158582350105,0,1,0,1,1.313158582350105
15m,500,0.5,0.5,0.1,0.01,6,30,high,wa,0.0063158582350105,0,1,0,1,1.313158582350105
15m,500,0.5,1.0,0.1,0.01,4,30,high,wa,0.0063158582350105,0,1,0,1,1.313158582350105
15m,500,0.5,0.25,0.1,0.01,5,30,high,wa,0.0063158582350105,0,1,0,1,1.313158582350105
15m,500,0.5,1.0,0.1,0.01,6,30,high,wa,0.0063158582350105,0,1,0,1,1.313158582350105
15m,500,0.5,1.0,0.1,0.01,5,30,high,wa,0.0063158582350105,0,1,0,1,1.313158582350105
15m,500,0.5,0.5,0.1,0.01,5,30,high,wa,0.0063158582350105,0,1,0,1,1.313158582350105
15m,500,0.5,1.0,0.1,0.01,4,40,high,wa,0.0063158582350104,0,1,0,1,1.313158582350104
15m,500,0.5,0.5,0.1,0.01,4,40,high,wa,0.0063158582350104,0,1,0,1,1.313158582350104
15m,500,0.5,1.0,0.1,0.01,5,40,high,wa,0.0063158582350104,0,1,0,1,1.313158582350104
15m,500,0.5,0.5,0.1,0.01,5,40,high,wa,0.0063158582350104,0,1,0,1,1.313158582350104
15m,500,0.5,1.0,0.1,0.01,6,40,high,wa,0.0063158582350104,0,1,0,1,1.313158582350104
15m,500,0.5,0.5,0.1,0.01,6,40,high,wa,0.0063158582350104,0,1,0,1,1.313158582350104
15m,500,0.5,1.0,0.1,0.005,2,30,low,poc,0.0062840960093051,0,1,0,1,1.312840960093051
15m,500,0.5,0.5,0.1,0.005,2,30,low,poc,0.0062840960093051,0,1,0,1,1.312840960093051
15m,500,0.5,0.25,0.1,0.005,2,30,low,poc,0.0062840960093051,0,1,0,1,1.312840960093051
15m,500,0.5,0.5,0.1,0.005,4,30,low,wa,0.0049503386583885,1,1,1,3,1.299503386583885
15m,500,0.5,0.5,0.1,0.005,4,40,low,wa,0.0049503386583883,1,1,1,3,1.299503386583883
15m,500,0.5,0.5,0.1,0.005,5,30,low,wa,-0.0052472715950238,1,1,2,4,1.2808606173830954
15m,500,0.5,0.5,0.1,0.005,6,30,low,wa,-0.0052472715950239,1,1,2,4,1.2808606173830943
15m,500,0.5,0.5,0.1,0.005,5,40,low,wa,-0.0052472715950239,1,1,2,4,1.2808606173830943
15m,500,2.0,0.25,0.1,0.005,4,30,high,wa,0.0268489227711848,0,1,1,2,1.268489227711848
15m,500,2.0,0.25,0.1,0.005,4,40,high,wa,0.0268489227711846,0,1,1,2,1.268489227711846
15m,500,2.0,0.5,0.1,0.005,5,30,high,poc,0.0017381873223199,0,1,3,4,1.267381873223199
15m,500,2.0,0.5,0.1,0.005,5,40,high,poc,0.0017381873223199,0,1,3,4,1.267381873223199
15m,500,1.0,0.25,0.1,0.005,5,40,high,poc,0.00086909366116,0,1,3,4,1.2586909366116
15m,500,1.0,0.25,0.1,0.005,5,30,high,poc,0.00086909366116,0,1,3,4,1.2586909366116
15m,500,0.5,0.5,0.1,0.005,6,30,high,poc,-0.0083947707705553,1,1,2,4,1.2493856256277802
15m,500,0.5,0.5,0.1,0.005,6,40,high,poc,-0.0083947707705556,1,1,2,4,1.2493856256277773
15m,500,1.0,0.25,0.1,0.005,4,30,low,poc,0.0164059339092532,0,1,2,3,1.2473926724258653
15m,500,2.0,0.5,0.1,0.005,4,30,high,wa,0.0236909936536795,0,1,1,2,1.236909936536795
15m,500,2.0,0.5,0.1,0.005,4,40,high,wa,0.0236909936536794,0,1,1,2,1.236909936536794
15m,500,1.0,0.5,0.1,0.005,5,40,low,poc,-0.0043706790487843,0,1,3,4,1.206293209512157
15m,500,1.0,0.5,0.1,0.005,5,30,low,poc,-0.0043706790487843,0,1,3,4,1.206293209512157
15m,500,1.0,0.5,0.1,0.005,6,40,low,poc,-0.0043706790487843,0,1,3,4,1.206293209512157
15m,500,1.0,0.5,0.1,0.005,6,30,low,poc,-0.0043706790487844,0,1,3,4,1.2062932095121561
15m,500,0.5,0.25,0.1,0.005,5,40,high,poc,-0.005415002348145,0,1,3,4,1.19584997651855
15m,500,0.5,0.25,0.1,0.005,5,30,high,poc,-0.005415002348145,0,1,3,4,1.19584997651855
15m,500,1.0,0.5,0.1,0.005,4,30,low,poc,0.0097807608688603,0,1,2,3,1.1811409420219363
15m,500,1.0,1.0,0.1,0.005,5,40,low,wa,-0.0157663160756906,1,1,2,4,1.1756701725764274
15m,500,1.0,1.0,0.1,0.005,5,30,low,wa,-0.0157663160756906,1,1,2,4,1.1756701725764274
15m,500,1.0,1.0,0.1,0.005,6,40,low,wa,-0.0157663160756906,1,1,2,4,1.1756701725764274
15m,500,1.0,1.0,0.1,0.005,6,30,low,wa,-0.0157663160756906,1,1,2,4,1.1756701725764274
15m,500,2.0,1.0,0.1,0.005,4,30,high,wa,0.0173751354186688,0,1,1,2,1.173751354186688
15m,500,2.0,1.0,0.1,0.005,4,40,high,wa,0.0173751354186687,0,1,1,2,1.1737513541866869
15m,500,1.0,0.5,0.1,0.005,5,30,high,poc,-0.0108300046962901,0,1,3,4,1.141699953037099
15m,500,1.0,0.5,0.1,0.005,5,40,high,poc,-0.0108300046962901,0,1,3,4,1.141699953037099
15m,500,0.5,0.25,0.1,0.005,4,30,low,poc,0.00489038043443,0,1,2,3,1.1322371376776332
15m,500,1.0,0.25,0.1,0.005,4,40,high,wa,0.0118454968268397,0,1,1,2,1.1184549682683969
15m,500,0.5,1.0,0.1,0.005,6,40,high,poc,-0.0242912545132834,1,1,2,4,1.0904207882004993
15m,500,0.5,1.0,0.1,0.005,6,30,high,poc,-0.0242912545132834,1,1,2,4,1.0904207882004993
15m,500,0.5,0.5,0.1,0.005,4,30,low,poc,-0.0017347926059628,0,1,2,3,1.0659854072737054
15m,500,0.5,0.25,0.1,0.005,4,40,high,wa,0.0043437838546671,0,1,1,2,1.043437838546671
15m,500,2.0,1.0,0.1,0.005,5,30,high,poc,-0.0216600093925804,0,1,3,4,1.033399906074196
15m,500,2.0,1.0,0.1,0.005,5,40,high,poc,-0.0216600093925805,0,1,3,4,1.033399906074195
15m,500,0.5,0.5,0.1,0.005,4,30,high,poc,0.0011858547371619,0,1,1,2,1.0118585473716188
15m,500,0.5,0.5,0.1,0.005,4,40,high,poc,0.0011858547371617,0,1,1,2,1.011858547371617
15m,500,2.0,1.0,0.1,0.005,4,30,low,poc,-0.0094210115251093,0,1,2,3,0.9891232180822402
15m,500,2.0,1.0,0.1,0.005,4,40,low,poc,-0.0094210115251093,0,1,2,3,0.9891232180822402
15m,500,0.5,1.0,0.1,0.005,4,30,high,poc,-0.0051300034978487,0,1,1,2,0.948699965021513
15m,500,0.5,1.0,0.1,0.005,4,40,high,poc,-0.0051300034978487,0,1,1,2,0.948699965021513
15m,500,1.0,1.0,0.1,0.005,5,40,high,poc,-0.0342282014111905,0,1,3,4,0.907717985888095
15m,500,1.0,1.0,0.1,0.005,5,30,high,poc,-0.0342282014111905,0,1,3,4,0.907717985888095
15m,500,2.0,0.25,0.1,0.005,6,40,high,poc,-0.01169909835745,1,0,3,4,0.8830090164255
15m,500,0.5,0.25,0.1,0.005,6,40,high,poc,-0.01169909835745,1,0,3,4,0.8830090164255
15m,500,1.0,0.25,0.1,0.005,6,40,high,poc,-0.01169909835745,1,0,3,4,0.8830090164255
15m,500,2.0,0.25,0.1,0.005,6,30,high,poc,-0.0116990983574501,1,0,3,4,0.883009016425499
15m,500,1.0,0.25,0.1,0.005,6,30,high,poc,-0.0116990983574501,1,0,3,4,0.883009016425499
15m,500,0.5,0.25,0.1,0.005,6,30,high,poc,-0.0116990983574501,1,0,3,4,0.883009016425499
15m,500,2.0,0.25,0.1,0.005,5,40,low,wa,-0.0141391892723349,1,0,3,4,0.858608107276651
15m,500,1.0,0.25,0.1,0.005,5,30,low,wa,-0.0141391892723349,1,0,3,4,0.858608107276651
15m,500,1.0,0.25,0.1,0.005,5,40,low,wa,-0.0141391892723349,1,0,3,4,0.858608107276651
15m,500,1.0,0.25,0.1,0.005,6,30,low,wa,-0.0141391892723349,1,0,3,4,0.858608107276651
15m,500,2.0,0.25,0.1,0.005,5,30,low,wa,-0.0141391892723349,1,0,3,4,0.858608107276651
